ConsumerRating,SellerRating,ComfortRating,InteriorDesignRating,PerformanceRating,ValueForMoneyRating,ExteriorStylingRating,ReliabilityRating,DealType,ID_Rating
4.6,4.9,4.7,4.8,4.6,4.3,5.0,4.5,Good,2532
4.6,4.6,4.8,4.7,4.6,4.5,4.7,4.6,Good,2533
4.5,4.7,4.7,4.6,4.6,4.4,4.6,4.5,Good,2534
4.6,4.7,4.6,4.5,4.5,4.6,4.6,4.7,Good,2535
4.8,4.5,4.8,4.8,4.7,4.7,4.8,4.8,Fair,2536
4.5,3.0,4.6,4.7,4.3,4.5,4.6,4.5,Fair,2537
4.8,4.4,4.8,4.8,4.7,4.7,4.8,4.8,Fair,2538
4.7,4.3,4.7,4.7,4.8,4.3,4.8,4.6,Good,2539
4.7,4.5,4.8,4.7,4.7,4.4,4.8,4.7,Good,2540
4.9,4.6,5.0,5.0,5.0,4.0,5.0,5.0,Fair,2541
4.8,4.5,4.9,4.9,4.8,4.6,4.9,4.8,Fair,2542
4.9,4.7,4.8,4.8,4.9,4.6,5.0,5.0,Good,2543
4.6,4.7,4.8,4.7,4.6,4.2,4.8,4.5,Good,2544
4.7,5.0,4.8,4.8,4.6,4.7,4.8,4.8,Good,2545
4.6,4.5,4.6,4.6,4.6,4.7,4.6,4.8,Good,2546
4.8,4.4,4.8,4.8,4.7,4.8,4.8,4.8,Great,2547
4.8,4.2,4.8,4.7,4.8,4.7,4.8,4.9,Fair,2548
4.8,4.7,5.0,4.5,5.0,4.5,4.5,5.0,Good,2549
4.6,3.7,4.7,4.5,4.6,4.5,4.7,4.6,Good,2550
4.7,4.7,4.6,4.7,4.7,4.5,4.9,4.5,Fair,2551
4.9,4.7,5.0,4.9,4.9,4.8,5.0,5.0,Good,2552
4.5,4.9,4.9,4.9,4.2,4.3,4.8,4.2,Good,2553
4.3,4.3,4.2,4.5,4.1,3.9,4.9,4.2,Good,2554
4.6,4.7,5.0,5.0,4.5,4.5,4.5,4.5,Good,2555
4.6,4.4,4.7,4.7,4.9,4.4,4.7,4.6,Great,2556
4.8,4.5,4.9,4.9,4.7,4.7,4.9,4.8,Good,2557
4.4,4.7,4.6,4.4,4.3,4.3,4.4,4.3,Good,2558
4.9,4.6,4.9,4.9,4.8,4.8,4.9,4.8,Good,2559
4.7,4.8,4.8,4.8,4.9,4.4,4.8,4.7,Good,2560
4.7,4.1,4.7,4.7,4.8,4.5,5.0,4.3,Good,2561
4.7,4.2,4.9,4.8,4.7,4.5,4.8,4.7,Good,2562
4.5,4.9,4.5,4.5,4.4,4.3,4.5,4.6,Good,2563
4.5,3.4,4.5,4.5,4.5,4.5,4.5,4.5,Good,2564
4.7,4.2,4.7,4.7,4.6,4.5,4.8,4.8,Not Specified,2565
4.9,4.7,4.9,5.0,4.9,4.6,4.9,4.8,Fair,2566
4.7,4.5,4.7,4.6,4.9,4.4,4.7,4.6,Fair,2567
4.9,4.7,5.0,4.7,5.0,4.7,5.0,5.0,Good,2568
4.7,4.8,4.9,4.7,4.6,4.4,4.9,4.7,Great,2569
4.7,4.8,4.8,4.8,4.7,4.5,4.8,4.6,Fair,2570
4.7,4.8,4.8,4.8,4.7,4.6,4.8,4.8,Great,2571
4.8,4.9,5.0,4.5,5.0,4.5,5.0,5.0,Great,2572
4.7,4.1,4.8,4.6,4.7,4.5,4.7,4.7,Great,2573
4.8,4.5,5.0,4.9,5.0,4.5,4.9,4.7,Fair,2574
4.8,4.3,4.9,4.7,4.8,4.7,4.7,4.8,Great,2575
4.8,5.0,4.9,4.8,4.8,4.6,4.8,4.8,Great,2576
4.2,4.0,4.5,4.5,4.0,3.8,4.7,3.8,Great,2577
4.8,4.5,4.9,4.9,4.7,4.7,4.9,4.7,Good,2578
4.7,4.9,4.7,4.7,4.7,4.6,4.8,4.7,Good,2579
4.7,4.6,4.9,4.6,4.4,4.6,4.7,4.8,Great,2580
4.8,4.5,4.9,4.8,4.7,4.6,4.8,4.8,Great,2581
4.8,3.4,4.8,4.6,4.7,4.7,4.9,4.9,Good,2582
4.6,3.8,4.6,4.6,4.5,4.5,4.8,4.5,Fair,2583
4.6,4.8,4.5,4.5,4.6,4.5,4.8,4.4,Good,2584
4.7,3.9,4.8,4.7,4.7,4.6,4.8,4.7,Good,2585
4.7,4.4,4.8,4.6,4.7,4.5,4.7,4.7,Great,2586
4.7,4.8,4.8,4.7,4.6,4.5,4.8,4.7,Good,2587
4.8,1.8,4.8,4.6,4.7,4.6,4.8,4.9,Great,2588
4.8,2.9,4.8,4.8,4.8,4.6,4.7,4.8,Good,2589
4.5,2.0,4.7,4.5,4.5,4.4,4.5,4.6,Great,2590
4.7,4.7,4.7,4.8,4.7,4.6,5.0,4.6,Good,2591
4.6,4.4,4.6,4.6,4.4,4.4,4.7,4.6,Great,2592
4.7,1.0,4.8,4.7,4.7,4.5,4.7,4.6,Good,2593
4.7,4.8,4.9,4.7,4.6,4.7,4.8,4.7,Great,2594
4.3,4.4,4.2,4.3,4.5,3.9,4.8,4.4,Good,2595
4.7,2.8,4.8,4.8,4.5,4.6,4.7,4.6,Good,2596
4.7,4.5,4.9,4.7,4.8,4.4,4.8,4.8,Good,2597
4.7,4.5,4.9,4.6,4.7,4.6,5.0,4.6,Good,2598
4.5,4.8,4.7,4.6,4.5,3.9,4.5,4.4,Fair,2599
4.7,4.7,4.8,4.6,4.7,4.5,4.6,4.8,Fair,2600
5.0,4.1,5.0,5.0,5.0,4.8,5.0,5.0,Great,2601
5.0,3.9,5.0,4.9,4.9,5.0,5.0,4.9,Great,2602
4.7,4.2,4.8,4.8,4.6,4.6,4.8,4.7,Great,2603
4.1,4.8,4.6,4.5,3.7,3.7,4.7,3.5,Great,2604
4.9,1.4,4.9,5.0,4.9,4.6,5.0,5.0,Good,2605
4.0,4.4,4.2,4.3,4.0,3.4,4.6,3.4,Good,2606
4.7,2.8,4.8,4.8,4.6,4.6,4.7,4.8,Great,2607
4.6,2.5,4.8,4.8,4.6,4.5,4.7,4.6,Good,2608
5.0,2.5,5.0,4.8,5.0,5.0,5.0,5.0,Good,2609
4.6,4.3,4.7,4.6,4.6,4.4,4.7,4.5,Great,2610
2.9,4.9,3.5,4.1,2.6,2.2,3.8,2.1,Not Specified,2611
4.6,4.7,4.8,4.6,4.5,4.4,4.6,4.7,Fair,2612
4.7,5.0,4.8,4.8,4.7,4.7,4.8,4.8,Great,2613
4.3,4.5,4.4,4.3,4.1,4.4,4.5,4.4,Fair,2614
4.8,5.0,4.9,4.8,4.7,4.7,4.7,4.8,Great,2615
4.7,4.6,4.9,4.8,4.7,4.6,4.8,4.5,Good,2616
4.5,4.6,4.5,4.5,4.4,4.4,4.8,4.4,Good,2617
4.8,4.3,4.9,4.8,5.0,4.5,4.9,4.9,Good,2618
4.9,3.5,4.9,4.9,4.9,4.8,4.8,4.9,Fair,2619
4.5,4.3,4.4,4.5,4.6,4.4,4.8,4.5,Good,2620
4.5,4.8,4.6,4.4,4.5,4.3,4.6,4.5,Fair,2621
4.8,4.6,4.9,4.8,4.8,4.6,4.9,4.8,Great,2622
4.8,3.9,4.8,4.6,4.7,4.8,4.7,4.8,Fair,2623
4.6,4.9,4.8,4.6,4.5,4.3,4.7,4.5,Good,2624
4.7,4.8,4.9,4.7,4.8,4.6,4.8,4.6,Good,2625
4.8,4.8,4.9,4.8,4.8,4.7,4.8,4.9,Fair,2626
4.8,4.4,4.8,4.8,4.8,4.7,4.9,4.9,Great,2627
4.8,2.1,4.9,4.8,4.9,4.7,4.7,4.6,Fair,2628
4.8,4.8,4.8,4.8,5.0,4.5,5.0,5.0,Good,2629
4.9,4.9,4.9,4.9,4.9,4.8,4.9,4.9,Good,2630
4.7,3.9,4.8,4.7,4.6,4.5,4.8,4.6,Good,2631
4.8,5.0,4.8,4.8,4.8,4.8,4.8,4.9,Good,2632
4.2,3.7,4.4,4.3,4.1,3.9,4.4,3.9,Good,2633
4.7,4.4,4.9,4.7,4.9,4.6,4.8,4.1,Great,2634
4.6,4.2,4.7,4.6,4.8,4.3,4.8,4.6,Great,2635
4.9,3.9,4.9,4.9,5.0,4.8,4.9,5.0,Great,2636
4.7,4.9,4.7,4.7,4.6,4.7,4.8,4.8,Good,2637
4.6,4.3,4.6,4.5,4.6,4.4,4.7,4.6,Good,2638
4.8,4.1,4.9,4.8,4.8,4.6,4.9,4.7,Great,2639
4.8,4.5,4.8,4.8,4.7,4.8,4.8,4.8,Good,2640
4.9,4.8,4.9,4.9,4.9,4.9,4.9,4.8,Good,2641
4.9,4.8,5.0,5.0,5.0,5.0,4.0,5.0,Good,2642
4.9,4.6,5.0,4.9,4.9,4.8,4.9,5.0,Good,2643
4.7,4.3,4.8,4.7,4.7,4.6,4.8,4.7,Good,2644
4.7,4.8,4.8,4.8,4.8,4.4,4.7,4.7,Fair,2645
4.9,4.4,4.8,4.9,4.9,4.7,4.9,4.8,Great,2646
5.0,4.1,5.0,5.0,5.0,4.5,5.0,5.0,Good,2647
4.8,4.0,4.7,4.7,4.8,4.6,4.8,4.8,Fair,2648
4.1,4.9,4.6,4.5,3.7,3.7,4.7,3.5,Good,2649
5.0,3.1,5.0,5.0,5.0,5.0,5.0,5.0,Great,2650
4.9,4.6,4.9,5.0,4.9,4.8,5.0,5.0,Great,2651
4.8,4.9,4.9,4.8,5.0,4.5,4.9,4.9,Great,2652
4.9,2.7,5.0,5.0,5.0,4.7,4.9,4.9,Fair,2653
4.7,4.4,4.7,4.5,4.9,4.5,4.8,4.6,Fair,2654
4.5,4.7,4.5,4.5,4.5,4.5,4.5,4.7,Good,2655
4.7,4.3,4.7,4.7,4.7,4.5,4.7,4.7,Good,2656
4.6,4.4,4.6,4.6,4.4,4.4,4.7,4.6,Good,2657
4.9,3.0,5.0,4.9,4.9,4.7,4.9,4.9,Good,2658
4.5,4.8,4.8,4.8,4.3,4.0,4.8,4.3,Great,2659
4.8,3.9,4.8,4.8,4.8,4.8,4.9,4.8,Good,2660
4.8,3.9,4.9,4.7,4.9,4.7,4.9,4.9,Good,2661
4.8,4.1,4.8,4.8,4.8,4.5,4.8,4.7,Good,2662
4.8,4.1,4.8,4.6,4.7,4.6,4.8,4.9,Good,2663
4.7,4.9,4.9,4.6,4.7,4.6,5.0,4.6,Great,2664
4.7,4.8,4.9,4.8,4.6,4.5,4.9,4.7,Great,2665
4.9,4.3,4.9,4.9,5.0,4.6,5.0,4.8,Good,2666
4.8,5.0,5.0,5.0,4.9,4.3,4.9,4.7,Fair,2667
4.8,4.9,4.9,4.9,4.7,4.4,4.9,4.8,Good,2668
4.2,4.6,4.3,4.2,4.2,4.1,4.5,4.2,Good,2669
4.3,3.9,4.6,4.6,4.2,4.0,4.6,4.1,Great,2670
4.7,4.4,4.8,4.6,4.6,4.5,4.6,4.8,Good,2671
4.7,4.8,4.7,4.7,4.6,4.7,4.7,4.8,Good,2672
4.8,3.0,4.8,4.7,4.9,4.7,4.8,4.7,Good,2673
4.7,4.7,4.9,4.8,4.7,4.6,4.8,4.5,Good,2674
4.8,4.3,4.8,4.9,4.9,4.5,4.9,5.0,Good,2675
4.7,4.4,4.7,4.7,4.7,4.5,4.7,4.8,Great,2676
4.7,4.9,4.8,4.6,4.7,4.7,4.7,4.7,Good,2677
4.8,4.7,4.9,4.9,4.8,4.7,4.9,4.7,Good,2678
4.8,4.9,4.8,4.7,4.8,4.7,4.9,4.9,Great,2679
4.9,4.5,4.9,5.0,4.9,4.6,5.0,5.0,Fair,2680
4.7,4.9,4.6,4.6,4.8,4.5,4.8,4.7,Fair,2681
4.8,3.2,4.8,4.8,4.7,4.7,4.9,4.8,Good,2682
4.8,4.6,5.0,4.5,5.0,4.5,4.5,5.0,Good,2683
4.6,4.9,4.8,4.7,4.6,4.4,4.8,4.6,Great,2684
4.6,4.7,4.9,4.2,4.8,4.1,4.6,4.9,Good,2685
4.9,4.3,4.9,5.0,4.9,4.6,5.0,5.0,Fair,2686
4.8,4.1,4.9,4.6,4.7,4.7,4.9,5.0,Fair,2687
4.6,4.7,4.7,4.7,4.5,4.4,4.7,4.6,Good,2688
5.0,4.2,4.8,5.0,5.0,5.0,5.0,5.0,Fair,2689
4.6,4.4,4.7,4.6,4.6,4.3,4.7,4.7,Good,2690
4.8,4.4,4.9,4.8,4.9,4.4,4.8,4.8,Good,2691
4.6,4.6,4.8,4.6,4.5,4.5,4.7,4.6,Good,2692
4.5,4.6,4.4,4.6,4.7,4.3,4.6,4.3,Fair,2693
3.5,4.3,3.7,4.2,3.3,3.0,4.5,2.9,Great,2694
4.5,4.8,4.8,4.8,4.8,4.2,4.7,4.1,Great,2695
4.8,4.7,4.9,4.8,4.9,4.7,4.8,4.9,Good,2696
4.8,4.9,4.5,4.8,5.0,4.7,5.0,4.8,Good,2697
4.8,4.0,4.9,4.9,4.7,4.7,4.9,4.7,Good,2698
4.5,4.7,4.8,4.5,4.4,4.3,4.7,4.6,Good,2699
4.2,4.9,4.2,4.6,4.1,3.9,4.7,4.0,Fair,2700
4.8,4.6,5.0,4.7,5.0,4.7,4.9,4.4,Good,2701
4.9,4.0,4.9,4.8,4.9,4.8,4.9,4.8,Not Specified,2702
4.7,4.0,4.7,4.7,4.7,4.7,4.8,4.8,Not Specified,2703
4.8,3.5,4.8,4.8,4.8,4.5,4.9,4.8,Good,2704
4.9,4.5,4.8,4.8,4.9,4.8,4.9,4.7,Good,2705
4.3,4.5,4.2,4.5,4.1,3.9,4.9,4.2,Great,2706
4.8,4.3,4.8,4.8,4.8,4.7,4.9,4.8,Great,2707
4.8,3.9,4.9,4.9,4.8,4.6,4.8,4.7,Good,2708
4.7,4.8,4.9,4.9,4.7,4.1,4.8,4.7,Good,2709
4.8,4.5,4.8,4.9,4.9,4.5,4.9,4.8,Good,2710
4.2,4.3,4.5,4.5,4.0,3.8,4.7,3.8,Good,2711
4.8,4.6,4.8,4.8,4.8,4.8,4.8,4.8,Good,2712
4.8,4.8,4.8,4.8,4.8,4.7,4.9,4.8,Great,2713
4.8,4.8,4.9,4.8,4.7,4.6,4.8,4.9,Good,2714
4.7,4.3,4.8,4.9,4.7,4.5,4.8,4.5,Good,2715
4.7,3.6,4.7,4.6,4.7,4.5,4.7,4.8,Great,2716
4.8,4.3,4.7,4.7,4.8,4.6,4.8,4.8,Fair,2717
4.9,4.3,5.0,4.9,5.0,4.7,5.0,4.9,Good,2718
4.8,4.3,4.9,4.9,4.8,4.6,4.9,4.8,Good,2719
4.7,4.4,4.3,4.6,4.9,4.5,4.9,4.9,Good,2720
5.0,4.6,5.0,4.8,5.0,5.0,5.0,5.0,Great,2721
4.7,4.1,5.0,4.9,4.9,4.4,4.7,4.6,Fair,2722
4.7,4.7,4.8,4.6,4.8,4.6,4.9,4.4,Good,2723
4.9,4.4,5.0,4.9,4.9,4.8,5.0,5.0,Great,2724
4.9,3.6,4.9,5.0,4.9,4.6,4.9,4.8,Fair,2725
4.5,4.8,4.7,4.6,4.4,4.3,4.7,4.4,Great,2726
4.8,4.5,4.8,4.9,4.8,4.6,4.8,4.8,Good,2727
4.6,4.4,4.7,4.6,4.6,4.5,4.7,4.6,Good,2728
4.8,4.5,4.8,4.8,4.7,4.7,4.9,4.8,Great,2729
4.7,4.3,4.7,4.7,4.6,4.7,4.8,4.8,Great,2730
4.6,4.7,4.5,4.5,4.8,4.5,4.8,4.7,Good,2731
4.9,3.0,4.8,5.0,5.0,4.8,5.0,4.9,Good,2732
4.7,4.7,4.8,4.7,4.7,4.6,4.7,4.7,Fair,2733
4.6,4.8,4.6,4.6,4.7,4.5,4.7,4.8,Great,2734
4.9,4.7,4.9,4.9,4.8,4.8,4.9,4.9,Great,2735
4.9,5.0,4.9,4.9,4.9,4.6,5.0,5.0,Fair,2736
4.5,4.6,4.8,4.5,4.3,4.2,4.7,4.4,Good,2737
4.7,4.9,4.8,4.6,4.7,4.5,4.6,4.8,Fair,2738
5.0,4.9,5.0,5.0,5.0,5.0,5.0,5.0,Fair,2739
4.7,4.6,4.8,4.7,4.6,4.7,4.8,4.7,Good,2740
4.9,4.3,5.0,4.9,4.8,4.9,5.0,5.0,Great,2741
4.9,4.2,5.0,4.8,4.9,4.8,4.9,4.8,Good,2742
4.8,4.8,4.8,4.9,4.9,4.5,4.6,4.9,Good,2743
4.6,4.9,4.8,4.8,4.6,4.5,4.7,4.6,Good,2744
4.8,4.7,4.8,4.9,4.8,4.6,4.7,4.8,Fair,2745
4.6,4.9,4.8,4.7,4.5,4.5,4.7,4.6,Great,2746
4.8,4.1,4.8,4.8,4.7,4.7,4.9,4.8,Great,2747
4.7,5.0,4.8,4.8,4.8,4.4,4.7,4.7,Fair,2748
3.0,3.5,3.0,4.0,5.0,2.0,4.0,1.0,Great,2749
3.4,4.7,3.5,2.8,3.2,3.2,4.0,4.0,Good,2750
4.9,3.9,4.9,5.0,4.9,5.0,4.9,5.0,Great,2751
4.7,4.3,4.7,4.6,4.6,4.6,4.7,4.7,Great,2752
4.8,4.0,4.8,4.8,4.7,4.7,4.8,4.7,Good,2753
4.8,3.9,4.9,4.8,4.5,4.6,4.8,5.0,Good,2754
4.9,4.0,4.9,4.8,4.8,4.8,4.9,4.9,Great,2755
4.8,3.1,4.9,4.8,4.6,4.6,4.8,4.9,Fair,2756
4.5,4.6,4.6,4.5,4.6,4.4,4.6,4.4,Great,2757
4.7,4.8,4.8,4.9,4.7,4.5,4.8,4.5,Good,2758
4.6,4.4,4.8,4.8,4.5,4.6,4.8,4.5,Great,2759
4.8,4.7,4.9,4.9,4.6,4.6,4.8,4.8,Good,2760
4.7,2.7,4.8,4.7,4.6,4.7,4.7,4.8,Fair,2761
4.8,4.8,4.8,4.8,4.7,4.7,4.9,4.8,Great,2762
4.7,4.6,4.5,4.5,4.6,4.6,4.7,4.9,Good,2763
4.7,2.0,4.7,4.7,4.6,4.7,4.8,4.7,Great,2764
4.8,4.7,4.8,4.8,4.8,4.5,4.8,4.7,Great,2765
4.3,4.8,4.2,4.5,4.1,3.9,4.9,4.2,Fair,2766
4.9,4.5,4.9,5.0,4.9,4.6,4.9,4.8,Good,2767
5.0,4.8,5.0,4.8,5.0,5.0,5.0,5.0,Good,2768
4.8,5.0,4.9,4.8,4.8,4.7,4.8,4.9,Good,2769
4.9,2.9,4.9,4.9,4.9,4.7,4.9,4.9,Good,2770
4.3,3.8,4.5,4.3,4.2,4.3,4.4,4.4,Good,2771
4.5,4.3,4.7,4.6,4.5,3.9,4.5,4.4,Great,2772
4.7,4.8,4.8,4.6,4.6,4.5,4.6,4.8,Good,2773
4.6,4.7,4.6,4.6,4.4,4.6,4.8,4.7,Great,2774
4.3,4.4,4.4,4.3,4.2,4.2,4.5,4.4,Great,2775
4.7,4.9,4.8,4.8,4.7,4.6,4.8,4.8,Great,2776
4.6,4.8,4.7,4.6,4.7,4.4,4.7,4.6,Fair,2777
4.9,3.9,4.9,4.9,4.9,4.8,5.0,4.9,Good,2778
4.7,4.9,4.7,4.7,4.7,4.7,4.8,4.8,Good,2779
4.8,3.9,4.8,4.9,4.9,4.7,4.9,4.8,Good,2780
4.8,1.3,4.8,4.8,4.8,4.7,4.8,4.9,Good,2781
4.7,1.3,5.0,4.6,4.7,4.4,4.6,4.7,Great,2782
4.8,4.5,4.9,4.9,4.7,4.6,4.9,4.8,Great,2783
4.9,4.7,5.0,4.7,4.7,4.5,5.0,5.0,Good,2784
4.8,4.4,4.8,4.6,4.7,4.8,4.7,4.8,Great,2785
5.0,4.0,4.9,5.0,4.9,5.0,5.0,5.0,Good,2786
4.8,4.5,4.8,4.9,4.9,4.5,4.9,4.8,Fair,2787
4.8,4.7,4.8,4.7,4.8,4.7,4.9,4.9,Good,2788
4.9,4.4,5.0,4.8,4.9,4.8,4.8,4.9,Great,2789
4.7,4.2,4.7,4.9,4.7,4.3,4.9,4.6,Great,2790
4.7,4.6,4.9,4.8,4.6,4.5,4.9,4.7,Good,2791
4.7,4.6,4.9,4.8,4.7,4.4,4.7,4.6,Good,2792
4.8,2.7,4.8,4.7,4.7,4.7,4.7,4.9,Great,2793
4.8,4.4,4.5,5.0,4.8,4.7,5.0,4.9,Fair,2794
4.6,3.5,4.6,4.5,4.5,4.5,4.7,4.6,Not Specified,2795
4.9,4.5,4.8,4.8,5.0,4.7,4.9,4.9,Great,2796
4.8,4.5,4.8,4.7,4.7,4.7,4.9,4.9,Good,2797
4.7,4.5,4.8,4.8,4.8,4.4,4.7,4.7,Great,2798
4.5,4.4,4.4,4.3,4.6,4.4,4.5,4.6,Good,2799
4.7,2.9,4.8,4.7,4.6,4.5,4.8,4.7,Good,2800
4.7,3.9,4.8,4.8,4.8,4.4,4.7,4.7,Fair,2801
4.7,4.6,4.8,4.8,4.6,4.6,4.6,4.9,Good,2802
4.8,2.5,4.9,4.8,4.8,4.7,4.9,4.8,Great,2803
4.8,4.8,4.8,4.8,4.8,4.7,4.9,4.8,Good,2804
4.8,3.7,4.9,4.8,4.7,4.7,4.8,4.8,Great,2805
4.7,4.5,4.9,4.7,4.6,4.3,4.9,4.3,Good,2806
4.5,4.5,4.6,4.5,4.5,4.5,4.7,4.5,Great,2807
4.8,4.7,4.9,4.8,4.8,4.8,4.8,4.8,Good,2808
4.8,4.6,4.9,4.6,4.9,4.9,4.9,4.8,Good,2809
4.8,2.3,4.8,4.8,4.8,4.6,4.8,4.8,Good,2810
4.9,2.9,5.0,4.8,4.8,4.9,5.0,5.0,Good,2811
4.6,5.0,4.6,4.4,4.7,4.2,4.5,4.7,Great,2812
5.0,4.5,5.0,5.0,4.7,5.0,5.0,5.0,Good,2813
4.6,4.6,4.7,4.7,4.6,4.5,4.7,4.6,Fair,2814
4.7,4.7,4.9,4.8,4.8,4.5,4.7,4.7,Fair,2815
4.5,4.1,4.4,4.5,4.6,4.4,4.8,4.5,Good,2816
4.9,4.5,5.0,4.9,4.9,4.7,4.9,4.9,Great,2817
4.8,4.7,4.9,4.8,4.6,4.6,4.8,4.9,Fair,2818
3.5,4.6,3.7,4.2,3.3,3.0,4.5,2.9,Fair,2819
4.8,4.9,4.8,4.8,4.6,4.6,4.9,4.8,Good,2820
4.8,4.9,4.8,4.8,4.9,4.6,4.9,4.6,Good,2821
4.4,1.3,4.5,4.2,4.5,4.3,4.6,4.5,Great,2822
4.7,4.2,4.8,4.6,4.6,4.5,4.6,4.8,Great,2823
4.7,3.1,4.7,4.8,4.6,4.6,4.8,4.7,Good,2824
4.9,4.8,4.9,4.8,4.8,4.8,4.9,4.9,Not Specified,2825
4.7,4.9,4.7,4.8,4.6,4.6,4.8,4.7,Good,2826
4.5,4.7,4.7,4.6,4.5,4.3,4.6,4.2,Great,2827
4.9,4.5,5.0,4.7,5.0,4.7,5.0,5.0,Great,2828
4.7,4.5,4.8,4.7,4.7,4.6,4.8,4.8,Good,2829
4.7,4.7,4.8,4.8,4.7,4.7,4.8,4.8,Great,2830
4.8,4.7,4.7,4.8,4.6,4.8,4.8,4.7,Good,2831
3.9,4.7,4.3,4.3,3.7,3.0,4.3,3.7,Great,2832
4.5,4.7,4.5,4.7,4.6,3.8,4.8,4.3,Good,2833
4.9,4.4,5.0,4.9,4.9,4.6,4.9,4.8,Good,2834
4.5,2.9,4.7,4.6,4.3,4.5,4.7,4.4,Fair,2835
4.9,4.8,5.0,5.0,5.0,4.7,4.9,4.9,Good,2836
5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,Great,2837
4.7,4.9,4.9,4.7,4.6,4.3,4.9,4.3,Good,2838
4.8,2.3,4.6,4.7,4.9,4.4,4.9,4.8,Great,2839
4.9,3.5,5.0,4.9,4.9,4.8,4.9,5.0,Great,2840
4.7,4.8,4.8,4.6,4.8,4.7,4.8,4.6,Good,2841
4.7,4.5,4.9,4.8,4.7,4.6,4.8,4.6,Great,2842
4.6,4.8,4.8,4.7,4.5,4.5,4.7,4.6,Great,2843
4.5,4.6,4.7,4.6,4.5,4.3,4.7,4.3,Good,2844
4.5,2.8,4.7,4.6,4.5,4.3,4.7,4.3,Good,2845
4.8,4.6,4.8,4.8,4.8,4.8,4.8,4.9,Fair,2846
4.8,4.3,4.8,4.7,4.8,4.7,4.9,4.9,Fair,2847
4.5,4.4,4.7,4.6,4.4,4.3,4.7,4.4,Fair,2848
5.0,4.4,4.8,5.0,5.0,5.0,5.0,5.0,Great,2849
4.8,4.8,4.8,4.8,4.6,4.7,4.9,4.9,Great,2850
4.8,2.2,4.8,4.9,4.8,4.6,4.7,4.8,Great,2851
4.1,4.0,4.5,4.6,4.0,3.4,4.5,3.5,Fair,2852
3.4,4.8,3.8,3.8,3.4,2.9,4.0,2.9,Good,2853
4.7,4.6,4.8,4.6,4.7,4.5,4.7,4.7,Good,2854
4.7,4.2,4.8,4.8,4.7,4.3,4.9,4.7,Good,2855
4.3,4.5,4.5,4.3,4.2,4.3,4.4,4.4,Good,2856
4.8,5.0,4.8,4.8,4.7,4.7,4.8,4.8,Good,2857
4.7,4.3,4.7,4.7,4.7,4.7,4.8,4.8,Great,2858
4.9,3.5,4.8,4.8,5.0,4.8,4.8,5.0,Great,2859
4.8,3.9,4.8,4.8,4.8,4.7,4.9,4.9,Good,2860
4.6,4.9,4.7,4.6,4.7,4.4,4.6,4.7,Good,2861
4.7,4.8,4.8,4.7,4.6,4.6,4.8,4.7,Good,2862
4.7,4.7,4.9,4.8,4.7,4.4,4.7,4.6,Good,2863
4.8,4.5,4.8,4.7,4.7,4.6,4.8,4.8,Good,2864
4.7,4.9,4.9,4.7,4.6,4.4,4.9,4.7,Good,2865
4.9,4.7,4.9,4.9,4.8,4.8,4.9,4.9,Good,2866
4.6,4.5,4.6,4.6,4.5,4.4,4.6,4.5,Fair,2867
4.6,4.8,4.7,4.6,4.6,4.5,4.8,4.5,Great,2868
4.9,4.6,5.0,5.0,5.0,4.7,4.9,4.9,Great,2869
4.7,4.9,4.8,4.8,4.7,4.4,4.7,4.7,Great,2870
4.8,4.9,4.9,4.8,4.8,4.6,4.9,4.7,Good,2871
4.7,3.9,4.4,4.6,4.4,4.9,4.7,5.0,Good,2872
5.0,4.4,5.0,5.0,5.0,5.0,5.0,5.0,Fair,2873
4.8,4.6,4.8,4.8,4.6,4.6,4.9,4.8,Good,2874
4.8,4.9,4.9,4.8,4.8,4.8,4.9,4.9,Good,2875
4.7,3.6,4.8,4.7,4.7,4.6,4.7,4.7,Good,2876
4.6,2.6,4.6,4.7,4.5,4.7,4.7,4.6,Great,2877
4.9,4.9,4.8,4.9,4.8,4.8,5.0,5.0,Good,2878
4.8,4.3,4.7,4.7,4.7,4.8,4.8,4.8,Good,2879
4.7,4.9,4.8,4.8,4.7,4.7,4.8,4.8,Great,2880
4.6,4.5,4.8,4.7,4.6,4.4,4.7,4.5,Good,2881
4.8,2.6,4.8,4.8,4.8,4.8,4.8,4.8,Great,2882
4.4,3.7,4.4,4.4,4.3,4.4,4.5,4.4,Great,2883
4.6,4.7,4.8,4.7,4.5,4.5,4.7,4.6,Good,2884
4.8,4.4,4.8,4.8,4.7,4.8,4.9,4.9,Good,2885
4.6,1.3,4.8,4.6,4.5,4.5,4.7,4.6,Great,2886
4.5,3.0,4.6,4.5,4.5,4.2,4.9,4.2,Great,2887
4.8,4.5,4.8,4.7,4.7,4.7,4.8,4.9,Great,2888
5.0,4.3,5.0,5.0,5.0,5.0,5.0,5.0,Great,2889
4.8,3.9,4.8,4.8,4.7,4.7,4.8,4.8,Good,2890
4.8,4.6,4.7,4.7,4.8,4.8,4.8,4.8,Good,2891
5.0,4.7,5.0,4.9,4.9,5.0,5.0,5.0,Good,2892
4.9,4.6,4.8,5.0,4.8,4.8,4.8,5.0,Great,2893
4.7,4.7,4.8,4.8,4.8,4.3,4.7,4.9,Good,2894
4.8,4.9,4.8,4.9,4.9,4.5,4.9,4.8,Great,2895
