Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ID_Vehiculo
2019,Lincoln,Navigator Select,4WD,16,21,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1557
2017,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1558
2018,Chevrolet,Suburban LT,RWD,16,23,Gasoline,Automatic,5.3L V8 16V GDI OHV,1559
2016,Kia,Forte LX,FWD,26,39,Gasoline,Automatic,1.8L I4 16V MPFI DOHC,1560
2013,Nissan,Maxima SV,FWD,19,26,Gasoline,CVT,3.5L V6 24V MPFI DOHC,1561
2017,Honda,Civic EX,FWD,31,40,Gasoline,CVT,Engine: 1.5L I-4 DOHC 16-Valve Turbocharged,1562
2019,Ford,F-150 Lariat,4WD,19,24,Gasoline,Automatic,5.0L V8 32V PDI DOHC,1563
2019,Chevrolet,Equinox 2LT,FWD,26,32,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,1564
2020,Alfa,Romeo Giulia Base,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1565
2019,Gmc,Acadia SLE-2,AWD,21,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1566
2013,Nissan,Rogue S,AWD,22,27,Gasoline,CVT,2.5L I4 16V MPFI DOHC,1567
2020,Bmw,M4 Base,RWD,18,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1568
2019,Audi,S5 3.0T Premium Plus,AWD,21,30,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,1569
2021,Toyota,Camry SE,AWD,25,34,Gasoline,Automatic,2.5L I4 16V PDI DOHC,1570
2017,Toyota,Camry SE,FWD,24,33,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1571
2019,Porsche,Macan 4DR SUV AWD,AWD,19,23,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,1572
2020,Hyundai,Kona Ultimate,AWD,26,29,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1573
2017,Chevrolet,Equinox 1LT,FWD,21,31,Gasoline,Automatic,Gas I4 2.4/145,1574
2019,Gmc,Terrain SLT,AWD,24,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1575
2015,Gmc,Yukon XL 1500 SLE,4WD,15,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,1576
2013,Cadillac,Escalade Platinum Edition,AWD,13,18,Gasoline,Automatic,6.2L V8 16V MPFI OHV,1577
2013,Honda,Accord EX-L,FWD,21,34,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1578
2015,Porsche,Macan S,AWD,17,23,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1579
2019,Audi,A8 L 55,AWD,19,27,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,1580
2022,Hyundai,Palisade Calligraphy,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1581
2020,Toyota,4Runner Limited,4WD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,1582
2019,Mercedes-Benz,E-Class E 300,AWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1583
2018,Tesla,Model 3 Performance,AWD,120,112,Electric,Automatic,Electric,1584
2021,Mercedes-Benz,GLB 250 Base 4MATIC,AWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1585
2019,Buick,Encore Essence,FWD,25,30,Gasoline,Automatic,1.4L I4 16V GDI DOHC Turbo,1586
2009,Ford,F-150 Lariat SuperCab,RWD,14,20,Flex Fuel,Automatic,5.4L V8 24V MPFI SOHC Flexible Fuel,1587
2021,Ram,1500 Laramie,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1588
2020,Bmw,X3 M Base (A8),AWD,14,19,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1589
2018,Ford,Edge Sport,AWD,17,24,Gasoline,Automatic,2.7L V6 24V GDI DOHC Twin Turbo,1590
2015,Acura,TLX FWD,FWD,24,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1591
2016,Infiniti,QX80 4WD,4WD,13,19,Gasoline,Automatic,Premium Unleaded V-8 5.6 L/339,1592
2019,Honda,Pilot Elite,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,1593
2020,Subaru,Ascent Premium,AWD,21,27,Gasoline,â,Engine: 2.4L DOHC Intercooled Turbocharged,1594
2018,Ford,Expedition XLT,RWD,17,24,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1595
2014,Ford,Escape Titanium,FWD,23,32,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1596
2017,Gmc,Acadia Limited Limited,AWD,15,22,Gasoline,Automatic,V6 Cylinder Engine,1597
2011,Toyota,Camry LE,FWD,22,32,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1598
2019,Gmc,Sierra 1500 Limited SLE,4WD,16,23,Gasoline,Automatic,5.3L V8 16V GDI OHV,1599
2022,Volvo,XC60 B5 Inscription,FWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1600
2020,Acura,RDX Base,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1601
2018,Ford,Escape SE,FWD,23,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,1602
2012,Toyota,Sequoia SR5,4WD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,1603
2019,Gmc,Acadia SLE-1,AWD,21,25,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1604
2020,Mercedes-Benz,GLS 580 Base 4MATIC,AWD,16,21,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,1605
2021,Gmc,Yukon AT4,4WD,16,20,Gasoline,Automatic,5.3L V8 16V GDI OHV,1606
2020,Toyota,Tundra SR5,4WD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,1607
2019,Nissan,Rogue S,AWD,25,32,Gasoline,CVT,2.5L I4 16V MPFI DOHC,1608
2015,Mercedes-Benz,G-Class G 63 AMG,AWD,12,14,Gasoline,Automatic,5.5L V8 32V GDI DOHC Twin Turbo,1609
2019,Toyota,Camry XSE,FWD,28,39,Gasoline,Automatic,Regular Unleaded I-4 2.5 L/152,1610
2019,Subaru,Forester Premium,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,1611
2014,Volvo,S60 T5,FWD,21,30,Gasoline,Automatic,2.5L I5 20V MPFI DOHC Turbo,1612
2019,Lexus,NX 300 Base,FWD,22,28,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,1613
2019,Jaguar,F-PACE 25t Prestige,AWD,22,27,Gasoline,Automatic,I4,1614
2019,Porsche,Macan Base,AWD,19,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1615
2018,Porsche,Macan S,AWD,17,23,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1616
2016,Honda,Pilot Touring,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,1617
2020,Lexus,UX 250h Base,AWD,41,38,Hybrid,CVT,2.0L I4 16V PDI DOHC Hybrid,1618
2015,Acura,TLX V6 Tech,FWD,21,34,Gasoline,Automatic,3.5L V6 24V GDI SOHC,1619
2020,Gmc,Acadia SLT,FWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1620
2020,Jeep,Compass Trailhawk,4WD,22,30,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,1621
2022,Kia,Telluride SX,FWD,20,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1622
2020,Ford,EcoSport SE,4WD,23,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1623
2018,Ford,Escape Titanium,4WD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1624
2021,Ford,Mustang Mach-E Premium,AWD,100,86,Electric,Automatic,Electric,1625
2020,Cadillac,XT6 AWD Premium Luxury,AWD,17,24,Gasoline,Automatic,Gas V6 3.6L/222,1626
2019,Cadillac,XT5 Luxury,AWD,18,25,Gasoline,Automatic,Gas V6 3.6L/222,1627
2011,Honda,Pilot Touring,4WD,16,22,Gasoline,Automatic,V6 Cylinder Engine,1628
2019,Buick,Encore Preferred,AWD,24,29,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,1629
2021,Lexus,RX 350 Base,FWD,20,27,Gasoline,Automatic,V6 Cylinder Engine,1630
2018,Jeep,Grand Cherokee Trackhawk,4WD,11,17,Gasoline,Automatic,6.2L V8 16V MPFI OHV Supercharged,1631
2019,Buick,Encore Preferred,AWD,24,29,Gasoline,Automatic,4 Cylinder Engine,1632
2020,Ford,Explorer Platinum,4WD,18,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1633
2018,Gmc,Yukon SLT,RWD,16,23,Gasoline,Automatic,5.3L V8 16V GDI OHV,1634
2017,Chevrolet,Suburban Premier,4WD,15,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,1635
2014,Acura,TL 3.5,FWD,20,29,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1636
2020,Kia,Sportage S,AWD,22,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1637
2018,Subaru,Forester 2.5i Premium,AWD,26,32,Gasoline,Unknown,Regular Unleaded H-4 2.5 L/152,1638
2021,Subaru,Ascent Touring 7-Passenger,AWD,20,26,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,1639
2017,Porsche,718 Boxster S,RWD,20,26,Gasoline,Automatic,2.5L H4 16V GDI DOHC Turbo,1640
2019,Infiniti,QX50 Luxe,AWD,24,30,Gasoline,CVT,2.0L I4 16V PDI DOHC Turbo,1641
2020,Hyundai,Kona SE,FWD,27,33,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,1642
2019,Hyundai,Tucson Value,AWD,22,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1643
2020,Ram,1500 Big Horn,4WD,19,24,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1644
2019,Bmw,530 i xDrive,AWD,23,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1645
2019,Volvo,XC60 T5 Inscription,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1646
2017,Buick,Encore Preferred,FWD,25,33,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,1647
2017,Chevrolet,Tahoe LT,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,1648
2021,Volkswagen,Atlas 2.0T S,AWD,20,24,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1649
2018,Toyota,RAV4 Sport,AWD,22,28,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1650
2019,Honda,Civic EX,FWD,31,40,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,1651
2015,Ford,Escape Titanium,FWD,23,32,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1652
2020,Mercedes-Benz,A-Class A 220,FWD,24,35,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1653
2019,Ford,Escape Titanium,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1654
2020,Ram,1500 Classic SLT,4WD,16,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1655
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,FWD,17,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1656
2019,Cadillac,CT6 Luxury,AWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1657
2020,Bmw,M340 i xDrive,AWD,22,30,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1658
2021,Jeep,Gladiator Rubicon,4WD,16,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1659
2006,Ford,Escape Limited,4WD,19,23,Gasoline,Automatic,3.0L V6 24V MPFI DOHC,1660
2018,Hyundai,Santa Fe Sport 2.4L,AWD,20,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1661
2017,Chevrolet,Tahoe Premier,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,1662
2018,Lexus,RX 350 RX 350,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1663
2019,Buick,Envision Essence,FWD,22,29,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1664
2020,Nissan,Armada SL,RWD,14,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1665
2013,Mazda,Mazda3 i Touring,FWD,28,40,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1666
2016,Mercedes-Benz,GLE-Class GLE 350,RWD,18,24,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1667
2021,Jeep,Grand Cherokee Overland,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1668
2016,Mercedes-Benz,S-Class S 550,RWD,17,26,Gasoline,Automatic,4.7L V8 32V GDI DOHC Twin Turbo,1669
2017,Kia,Cadenza Technology,FWD,20,28,Gasoline,Automatic,3.3L V6 24V GDI DOHC,1670
2020,Toyota,Camry LE,AWD,25,34,Gasoline,Automatic,2.5L I4 16V PDI DOHC,1671
2010,Lexus,RX 350 Base,AWD,18,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1672
2020,Land,Rover Range Rover Velar S R-Dynamic,4WD,21,27,Gasoline,Automatic,I4,1673
2019,Volvo,S60 T6 Inscription,AWD,21,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1674
2019,Jeep,Cherokee Limited,4WD,19,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1675
2018,Audi,SQ5 3.0T Premium Plus,AWD,19,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,1676
2019,Mercedes-Benz,GLA 250 Base,FWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1677
2019,Bmw,750 i,RWD,18,26,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,1678
2017,Infiniti,Q50 3.0T Sport,RWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1679
2018,Jeep,Grand Cherokee Altitude,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1680
2020,Dodge,Durango GT,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1681
2020,Ford,Edge SEL,FWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1682
2014,Buick,Enclave Premium,FWD,17,24,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1683
2018,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1684
2021,Jeep,Wrangler Sport,4WD,17,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1685
2016,Chevrolet,Corvette Z06,RWD,15,22,Gasoline,Automatic,6.2L V8 16V GDI OHV Supercharged,1686
2019,Ford,Edge SEL,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1687
2012,Chevrolet,Tahoe LT,4WD,15,21,Flex Fuel,Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,1688
2018,Bmw,X2 xDrive28i,AWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1689
2018,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,4 Cylinder Engine,1690
2020,Volkswagen,Passat 2.0T SE,FWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1691
2021,Kia,Sorento EX,FWD,22,29,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,1692
2021,Toyota,4Runner TRD Pro,4WD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,1693
2012,Toyota,Camry SE,FWD,25,35,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1694
2021,Hyundai,Sonata SEL Plus,FWD,27,37,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1695
2017,Jaguar,XE 35t First Edition,RWD,21,30,Gasoline,Automatic,V6,1696
2012,Chevrolet,Cruze LT w/1LT,FWD,26,38,Gasoline,Automatic,"Engine, ECOTEC Turbo 1.4L Variable Valve Timing DOHC 4-cylinder",1697
2018,Bmw,M3 Base,RWD,17,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1698
2021,Mercedes-Benz,AMG GLE 53 Base,AWD,18,23,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1699
2020,Hyundai,Santa Fe SE 2.4,AWD,21,27,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1700
2015,Subaru,Forester 2.5i Limited,AWD,24,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,1701
2021,Audi,A4 40 Premium,AWD,24,31,Gasoline,Automatic,2.0L,1702
2015,Lexus,GS 350 Base,RWD,19,29,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1703
2021,Chevrolet,Tahoe LT,RWD,16,20,Gasoline,Automatic,8 Cylinder Engine,1704
2016,Honda,Accord Touring,FWD,21,34,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1705
2019,Ford,Explorer Limited,FWD,19,27,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1706
2020,Subaru,Outback Limited,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,1707
2021,Jeep,Wrangler Unlimited Rubicon,4WD,17,23,Diesel,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1708
2015,Toyota,RAV4 Limited,AWD,22,29,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1709
2019,Chevrolet,Camaro 1LT,RWD,20,30,Gasoline,Automatic,3.6L V6 GDI DOHC,1710
2019,Hyundai,Santa Fe XL Limited Ultimate,AWD,17,22,Gasoline,Automatic,3.3L V6 24V GDI DOHC,1711
2021,Dodge,Durango GT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1712
2012,Mitsubishi,Eclipse GS Sport,FWD,20,27,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,1713
2011,Hyundai,Sonata GLS,FWD,22,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1714
2021,Kia,K5 GT-Line,AWD,26,34,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1715
2015,Mini,Hardtop Cooper,FWD,29,40,Gasoline,Automatic,1.5L I3 12V GDI DOHC Turbo,1716
2017,Toyota,RAV4 XLE,AWD,22,29,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1717
2019,Buick,Envision Essence,AWD,21,27,Gasoline,Automatic,4 Cylinder Engine,1718
2019,Toyota,Highlander Limited,AWD,20,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1719
2019,Subaru,Ascent Touring 7-Passenger,AWD,20,26,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,1720
2019,Nissan,Rogue Sport SV,FWD,25,32,Gasoline,CVT,2.0L I4 16V GDI DOHC,1721
2021,Ram,1500 Laramie,RWD,20,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1722
2021,Jaguar,E-PACE P250 SE,AWD,20,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1723
2018,Audi,A5 2.0T Premium Plus,AWD,24,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1724
2020,Volkswagen,Tiguan 2.0T SEL Premium R-Line,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1725
2015,Toyota,Corolla S Plus,FWD,29,37,Gasoline,CVT,1.8L I4 16V MPFI DOHC,1726
2018,Mazda,CX-5 Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1727
2022,Bmw,X2 M35i,AWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1728
2019,Nissan,Pathfinder Platinum,FWD,20,27,Gasoline,CVT,3.5L V6 24V GDI DOHC,1729
2021,Chevrolet,Suburban Z71,4WD,15,19,Gasoline,Automatic,5.3L V8 16V GDI OHV,1730
2020,Land,Rover Range Rover Velar S R-Dynamic,4WD,18,24,Gasoline,Automatic,V6,1731
2018,Chrysler,300 Limited,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1732
2017,Porsche,Cayenne Platinum Edition,AWD,17,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1733
2019,Alfa,Romeo Giulia Ti,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1734
2017,Gmc,Acadia Limited Limited,FWD,15,22,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1735
2019,Jeep,Renegade Latitude,FWD,22,30,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,1736
2021,Mercedes-Benz,A-Class A 220,FWD,25,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1737
2019,Maserati,Ghibli Base,RWD,17,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1738
2021,Jeep,Wrangler Unlimited Rubicon 392,4WD,13,17,Gasoline,Automatic,6.4L V8 16V MPFI OHV,1739
2017,Tesla,Model X 90D,AWD,90,94,Electric,Automatic,Electric,1740
2019,Lincoln,Nautilus Reserve,AWD,20,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1741
2015,Mercedes-Benz,C-Class C 300,AWD,24,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1742
2020,Lincoln,Nautilus Reserve,FWD,21,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1743
2016,Land,Rover Range Rover 5.0L Supercharged,4WD,14,19,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,1744
2021,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1745
2019,Kia,Optima SX Turbo,FWD,21,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1746
2018,Chevrolet,Equinox Premier w/1LZ,FWD,26,32,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,1747
2017,Acura,TLX w/Technology Package,FWD,24,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1748
2018,Gmc,Sierra 1500 Denali,4WD,15,20,Gasoline,Automatic,6.2L V8 16V GDI OHV,1749
2013,Kia,Optima EX,FWD,24,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1750
2017,Chevrolet,Silverado 1500 LS,4WD,16,22,Gasoline,Automatic,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,1751
2019,Lincoln,Continental Select,AWD,16,24,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,1752
2020,Kia,Sorento LX,AWD,21,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1753
2019,Audi,Q5 2.0T Premium Plus,AWD,22,27,Gasoline,Automatic,4 Cylinder Engine,1754
2017,Ford,Explorer sport,4WD,16,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1755
2020,Toyota,Tundra SR5,RWD,13,18,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,1756
2013,Toyota,Sienna Limited,FWD,18,25,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1757
2016,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1758
2022,Kia,Sportage Nightfall,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1759
2019,Volvo,S60 T6 Inscription,AWD,21,32,Gasoline,Automatic,4 Cylinder Engine,1760
2017,Toyota,Sienna SE,FWD,19,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1761
2012,Ford,F-150 XLT,4WD,14,19,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1762
2013,Honda,Odyssey Touring,FWD,19,28,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1763
2020,Hyundai,Tucson SE,AWD,22,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1764
2014,Jeep,Patriot Limited,4WD,21,27,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,1765
2019,Land,Rover Discovery HSE,4WD,21,26,Diesel,Automatic,3.0L V6 Turbo Diesel,1766
2020,Honda,Civic Sport,FWD,29,36,Gasoline,CVT,2.0L I4 16V MPFI DOHC,1767
2020,Toyota,RAV4 Limited,AWD,25,33,Gasoline,Automatic,2.5L I4 16V PDI DOHC,1768
2021,Kia,Forte LXS,FWD,29,40,Gasoline,CVT,2.0L I4 16V MPFI DOHC,1769
2021,Mercedes-Benz,GLC 300 Base,RWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1770
2018,Mercedes-Benz,GLA 250 Base,FWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1771
2016,Acura,TLX V6 Tech,FWD,21,34,Gasoline,Automatic,3.5L V6 24V GDI SOHC,1772
2018,Mazda,CX-5 Sport,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1773
2022,Chevrolet,Blazer RS,FWD,19,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1774
2018,Bmw,M6 Base,RWD,14,20,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,1775
2020,Gmc,Terrain SLT,AWD,25,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1776
2017,Kia,Forte LX,FWD,29,38,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,1777
2021,Gmc,Sierra 1500 AT4,4WD,16,21,Gasoline,Automatic,5.3L V8 16V GDI OHV,1778
2011,Bmw,X3 xDrive28i,AWD,19,25,Gasoline,Automatic,3.0L I6 24V MPFI DOHC,1779
2020,Chevrolet,Traverse LS,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1780
2013,Bmw,X5 xDrive35i,AWD,16,23,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1781
2017,Chevrolet,Colorado Z71,RWD,20,26,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1782
2018,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1783
2018,Nissan,Maxima 3.5 Platinum,FWD,21,30,Gasoline,CVT,3.5L V6 24V MPFI DOHC,1784
2020,Acura,MDX Sport Hybrid 3.0L w/Technology Package,AWD,26,27,Hybrid,Automatic,3.0L V6 24V MPFI SOHC Hybrid,1785
2022,Audi,Q5 S line Premium,AWD,23,28,Hybrid,Automatic,Intercooled Turbo Gas/Electric I-4 2.0 L/121,1786
2021,Alfa,Romeo Giulia Base,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1787
2020,Bmw,430 i,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1788
2018,Alfa,Romeo Stelvio Ti,AWD,22,28,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1789
2013,Honda,CR-V EX-L,AWD,22,30,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,1790
2019,Audi,e-tron Premium Plus,AWD,74,73,Electric,Automatic,Electric,1791
2022,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1792
2021,Dodge,Durango SXT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1793
2017,Infiniti,QX30 Premium,AWD,21,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1794
2016,Gmc,Yukon Denali,RWD,15,22,Gasoline,Automatic,6.2L V8 16V GDI OHV,1795
