Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ID_Vehiculo
2021,Volkswagen,Atlas 3.6 V6 SE w/ Technology R-Line,FWD,17,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1655
2019,Cadillac,CT6 Luxury,AWD,18,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1656
2020,Bmw,M340 i xDrive,AWD,22,30,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1657
2021,Jeep,Gladiator Rubicon,4WD,16,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1658
2006,Ford,Escape Limited,4WD,19,23,Gasoline,Automatic,3.0L V6 24V MPFI DOHC,1659
2018,Hyundai,Santa Fe Sport 2.4L,AWD,20,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1660
2017,Chevrolet,Tahoe Premier,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,1661
2018,Lexus,RX 350 RX 350,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1662
2019,Buick,Envision Essence,FWD,22,29,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1663
2020,Nissan,Armada SL,RWD,14,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1664
2013,Mazda,Mazda3 i Touring,FWD,28,40,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1665
2016,Mercedes-Benz,GLE-Class GLE 350,RWD,18,24,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1666
2021,Jeep,Grand Cherokee Overland,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1667
2016,Mercedes-Benz,S-Class S 550,RWD,17,26,Gasoline,Automatic,4.7L V8 32V GDI DOHC Twin Turbo,1668
2017,Kia,Cadenza Technology,FWD,20,28,Gasoline,Automatic,3.3L V6 24V GDI DOHC,1669
2020,Toyota,Camry LE,AWD,25,34,Gasoline,Automatic,2.5L I4 16V PDI DOHC,1670
2010,Lexus,RX 350 Base,AWD,18,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1671
2020,Land,Rover Range Rover Velar S R-Dynamic,4WD,21,27,Gasoline,Automatic,I4,1672
2019,Volvo,S60 T6 Inscription,AWD,21,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1673
2019,Jeep,Cherokee Limited,4WD,19,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1674
2018,Audi,SQ5 3.0T Premium Plus,AWD,19,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,1675
2019,Mercedes-Benz,GLA 250 Base,FWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1676
2019,Bmw,750 i,RWD,18,26,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,1677
2017,Infiniti,Q50 3.0T Sport,RWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1678
2018,Jeep,Grand Cherokee Altitude,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1679
2020,Dodge,Durango GT,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1680
2020,Ford,Edge SEL,FWD,21,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1681
2014,Buick,Enclave Premium,FWD,17,24,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1682
2018,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1683
2021,Jeep,Wrangler Sport,4WD,17,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1684
2016,Chevrolet,Corvette Z06,RWD,15,22,Gasoline,Automatic,6.2L V8 16V GDI OHV Supercharged,1685
2019,Ford,Edge SEL,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1686
2012,Chevrolet,Tahoe LT,4WD,15,21,Flex Fuel,Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,1687
2018,Bmw,X2 xDrive28i,AWD,21,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1688
2018,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,4 Cylinder Engine,1689
2020,Volkswagen,Passat 2.0T SE,FWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1690
2021,Kia,Sorento EX,FWD,22,29,Gasoline,Automatic,2.5L I4 16V PDI DOHC Turbo,1691
2021,Toyota,4Runner TRD Pro,4WD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,1692
2012,Toyota,Camry SE,FWD,25,35,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1693
2021,Hyundai,Sonata SEL Plus,FWD,27,37,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1694
2017,Jaguar,XE 35t First Edition,RWD,21,30,Gasoline,Automatic,V6,1695
2012,Chevrolet,Cruze LT w/1LT,FWD,26,38,Gasoline,Automatic,"Engine, ECOTEC Turbo 1.4L Variable Valve Timing DOHC 4-cylinder",1696
2018,Bmw,M3 Base,RWD,17,25,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,1697
2021,Mercedes-Benz,AMG GLE 53 Base,AWD,18,23,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1698
2020,Hyundai,Santa Fe SE 2.4,AWD,21,27,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1699
2015,Subaru,Forester 2.5i Limited,AWD,24,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,1700
2021,Audi,A4 40 Premium,AWD,24,31,Gasoline,Automatic,2.0L,1701
2015,Lexus,GS 350 Base,RWD,19,29,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1702
2021,Chevrolet,Tahoe LT,RWD,16,20,Gasoline,Automatic,8 Cylinder Engine,1703
2016,Honda,Accord Touring,FWD,21,34,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1704
2019,Ford,Explorer Limited,FWD,19,27,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1705
2020,Subaru,Outback Limited,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,1706
2021,Jeep,Wrangler Unlimited Rubicon,4WD,17,23,Diesel,Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1707
2015,Toyota,RAV4 Limited,AWD,22,29,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1708
2019,Chevrolet,Camaro 1LT,RWD,20,30,Gasoline,Automatic,3.6L V6 GDI DOHC,1709
2019,Hyundai,Santa Fe XL Limited Ultimate,AWD,17,22,Gasoline,Automatic,3.3L V6 24V GDI DOHC,1710
2021,Dodge,Durango GT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1711
2012,Mitsubishi,Eclipse GS Sport,FWD,20,27,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,1712
2011,Hyundai,Sonata GLS,FWD,22,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1713
2021,Kia,K5 GT-Line,AWD,26,34,Gasoline,Automatic,1.6L I4 16V GDI DOHC Turbo,1714
2015,Mini,Hardtop Cooper,FWD,29,40,Gasoline,Automatic,1.5L I3 12V GDI DOHC Turbo,1715
2017,Toyota,RAV4 XLE,AWD,22,29,Gasoline,Automatic,2.5L I4 16V MPFI DOHC,1716
2019,Buick,Envision Essence,AWD,21,27,Gasoline,Automatic,4 Cylinder Engine,1717
2019,Toyota,Highlander Limited,AWD,20,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1718
2019,Subaru,Ascent Touring 7-Passenger,AWD,20,26,Gasoline,CVT,2.4L H4 16V GDI DOHC Turbo,1719
2019,Nissan,Rogue Sport SV,FWD,25,32,Gasoline,CVT,2.0L I4 16V GDI DOHC,1720
2021,Ram,1500 Laramie,RWD,20,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1721
2021,Jaguar,E-PACE P250 SE,AWD,20,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1722
2018,Audi,A5 2.0T Premium Plus,AWD,24,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1723
2020,Volkswagen,Tiguan 2.0T SEL Premium R-Line,AWD,20,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1724
2015,Toyota,Corolla S Plus,FWD,29,37,Gasoline,CVT,1.8L I4 16V MPFI DOHC,1725
2018,Mazda,CX-5 Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1726
2022,Bmw,X2 M35i,AWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1727
2019,Nissan,Pathfinder Platinum,FWD,20,27,Gasoline,CVT,3.5L V6 24V GDI DOHC,1728
2021,Chevrolet,Suburban Z71,4WD,15,19,Gasoline,Automatic,5.3L V8 16V GDI OHV,1729
2020,Land,Rover Range Rover Velar S R-Dynamic,4WD,18,24,Gasoline,Automatic,V6,1730
2018,Chrysler,300 Limited,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1731
2017,Porsche,Cayenne Platinum Edition,AWD,17,23,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1732
2019,Alfa,Romeo Giulia Ti,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1733
2017,Gmc,Acadia Limited Limited,FWD,15,22,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1734
2019,Jeep,Renegade Latitude,FWD,22,30,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,1735
2021,Mercedes-Benz,A-Class A 220,FWD,25,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1736
2019,Maserati,Ghibli Base,RWD,17,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1737
2021,Jeep,Wrangler Unlimited Rubicon 392,4WD,13,17,Gasoline,Automatic,6.4L V8 16V MPFI OHV,1738
2017,Tesla,Model X 90D,AWD,90,94,Electric,Automatic,Electric,1739
2019,Lincoln,Nautilus Reserve,AWD,20,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1740
2015,Mercedes-Benz,C-Class C 300,AWD,24,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1741
2020,Lincoln,Nautilus Reserve,FWD,21,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1742
2016,Land,Rover Range Rover 5.0L Supercharged,4WD,14,19,Gasoline,Automatic,5.0L V8 32V GDI DOHC Supercharged,1743
2021,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1744
2019,Kia,Optima SX Turbo,FWD,21,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1745
2018,Chevrolet,Equinox Premier w/1LZ,FWD,26,32,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,1746
2017,Acura,TLX w/Technology Package,FWD,24,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1747
2018,Gmc,Sierra 1500 Denali,4WD,15,20,Gasoline,Automatic,6.2L V8 16V GDI OHV,1748
2013,Kia,Optima EX,FWD,24,35,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1749
2017,Chevrolet,Silverado 1500 LS,4WD,16,22,Gasoline,Automatic,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,1750
2019,Lincoln,Continental Select,AWD,16,24,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,1751
2020,Kia,Sorento LX,AWD,21,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1752
2019,Audi,Q5 2.0T Premium Plus,AWD,22,27,Gasoline,Automatic,4 Cylinder Engine,1753
2017,Ford,Explorer sport,4WD,16,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1754
2020,Toyota,Tundra SR5,RWD,13,18,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,1755
2013,Toyota,Sienna Limited,FWD,18,25,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1756
2016,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1757
2022,Kia,Sportage Nightfall,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1758
2019,Volvo,S60 T6 Inscription,AWD,21,32,Gasoline,Automatic,4 Cylinder Engine,1759
2017,Toyota,Sienna SE,FWD,19,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1760
2012,Ford,F-150 XLT,4WD,14,19,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1761
2013,Honda,Odyssey Touring,FWD,19,28,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1762
2020,Hyundai,Tucson SE,AWD,22,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1763
2014,Jeep,Patriot Limited,4WD,21,27,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,1764
2019,Land,Rover Discovery HSE,4WD,21,26,Diesel,Automatic,3.0L V6 Turbo Diesel,1765
2020,Honda,Civic Sport,FWD,29,36,Gasoline,CVT,2.0L I4 16V MPFI DOHC,1766
2020,Toyota,RAV4 Limited,AWD,25,33,Gasoline,Automatic,2.5L I4 16V PDI DOHC,1767
2021,Kia,Forte LXS,FWD,29,40,Gasoline,CVT,2.0L I4 16V MPFI DOHC,1768
2021,Mercedes-Benz,GLC 300 Base,RWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1769
2018,Mercedes-Benz,GLA 250 Base,FWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1770
2016,Acura,TLX V6 Tech,FWD,21,34,Gasoline,Automatic,3.5L V6 24V GDI SOHC,1771
2021,Honda,CR-V EX,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,1772
2018,Mazda,CX-5 Sport,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1773
2022,Chevrolet,Blazer RS,FWD,19,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1774
2018,Bmw,M6 Base,RWD,14,20,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,1775
2020,Gmc,Terrain SLT,AWD,25,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1776
2017,Kia,Forte LX,FWD,29,38,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,1777
2021,Gmc,Sierra 1500 AT4,4WD,16,21,Gasoline,Automatic,5.3L V8 16V GDI OHV,1778
2011,Bmw,X3 xDrive28i,AWD,19,25,Gasoline,Automatic,3.0L I6 24V MPFI DOHC,1779
2020,Chevrolet,Traverse LS,AWD,17,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1780
2013,Bmw,X5 xDrive35i,AWD,16,23,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,1781
2017,Chevrolet,Colorado Z71,RWD,20,26,Gasoline,Automatic,2.5L I4 16V GDI DOHC,1782
2018,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1783
2018,Nissan,Maxima 3.5 Platinum,FWD,21,30,Gasoline,CVT,3.5L V6 24V MPFI DOHC,1784
2020,Acura,MDX Sport Hybrid 3.0L w/Technology Package,AWD,26,27,Hybrid,Automatic,3.0L V6 24V MPFI SOHC Hybrid,1785
2022,Audi,Q5 S line Premium,AWD,23,28,Hybrid,Automatic,Intercooled Turbo Gas/Electric I-4 2.0 L/121,1786
2021,Alfa,Romeo Giulia Base,RWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1787
2020,Bmw,430 i,RWD,23,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1788
2018,Alfa,Romeo Stelvio Ti,AWD,22,28,Gasoline,Automatic,2.0L I4 16V GDI SOHC Turbo,1789
2013,Honda,CR-V EX-L,AWD,22,30,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,1790
2019,Audi,e-tron Premium Plus,AWD,74,73,Electric,Automatic,Electric,1791
2022,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1792
2021,Dodge,Durango SXT,AWD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1793
2017,Infiniti,QX30 Premium,AWD,21,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1794
2016,Gmc,Yukon Denali,RWD,15,22,Gasoline,Automatic,6.2L V8 16V GDI OHV,1795
2017,Gmc,Acadia Denali,AWD,18,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1796
2019,Ford,Flex SEL,FWD,16,23,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1797
2017,Lexus,ES 350 Base,FWD,21,30,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,1798
2021,Hyundai,Palisade SEL,FWD,19,26,Gasoline,Automatic,3.8L V6 24V GDI DOHC,1799
2017,Infiniti,QX60 Base,FWD,20,27,Gasoline,CVT,3.5L V6 24V MPFI DOHC,1800
2019,Buick,Enclave Essence,FWD,0,0,Gasoline,Automatic,V6 Cylinder Engine,1801
2014,Nissan,Juke SV,FWD,27,32,Gasoline,CVT,1.6L I4 16V GDI DOHC Turbo,1802
2022,Tesla,Model 3 Long Range,AWD,0,0,Electric,Automatic,Electric,1803
2017,Gmc,Sierra 1500 Denali,4WD,15,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,1804
2019,Volvo,S60 Momentum,FWD,24,36,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/120,1805
2020,Bmw,M5 Competition,AWD,15,21,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,1806
2018,Audi,A7 3.0T Premium Plus,AWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,1807
2021,Lexus,RX 350 RX 350,AWD,19,26,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1808
2018,Bmw,M3 CS,RWD,17,25,Gasoline,Manual,3.0L I6 24V GDI DOHC Twin Turbo,1809
2019,Land,Rover Range Rover Velar P340 SE R-Dynamic,4WD,18,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,1810
2020,Mercedes-Benz,C-Class C 300,RWD,22,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1811
2016,Audi,A8 L 4.0T,AWD,18,29,Gasoline,Automatic,4.0L V8 32V GDI DOHC Twin Turbo,1812
2018,Porsche,911 Targa 4S,AWD,19,28,Gasoline,Automatic,3.0L H6 24V GDI DOHC Twin Turbo,1813
2013,Chevrolet,Tahoe LTZ,4WD,15,21,Gasoline,Automatic,5.3L V8 16V MPFI OHV,1814
2016,Land,Rover Range Rover Evoque SE Premium,4WD,21,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1815
2021,Audi,A5 2.0T Premium Plus,AWD,24,31,Gasoline,Automatic,2.0L,1816
2016,Chrysler,300C Base,AWD,18,27,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1817
2020,Toyota,Corolla XSE,FWD,31,38,Gasoline,CVT,2.0L I4 16V PDI DOHC,1818
2017,Audi,A6 2.0T Premium Plus,AWD,22,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1819
2020,Jeep,Cherokee Latitude,FWD,22,31,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,1820
2017,Lexus,RX 450h RX 450h,AWD,31,28,Hybrid,CVT,3.5L V6 24V MPFI DOHC Hybrid,1821
2020,Volvo,S60 T6 Momentum,AWD,21,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1822
2018,Volvo,XC60 T6 Inscription,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1823
2017,Bmw,M3 Base,RWD,17,26,Gasoline,Manual,3.0L I6 24V GDI DOHC Twin Turbo,1824
2021,Mercedes-Benz,C-Class C 300 4MATIC,AWD,23,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1825
2019,Land,Rover Discovery Sport HSE,4WD,21,25,Gasoline,Automatic,I4,1826
2019,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1827
2018,Ford,Explorer Limited,4WD,18,25,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,1828
2021,Jeep,Wrangler Unlimited Sahara Altitude,4WD,17,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1829
2011,Jeep,Grand Cherokee Overland,4WD,16,22,Gasoline,Automatic,5.7L V8 16V MPFI OHV,1830
2018,Lexus,RX 350 350 PACKAGE!,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI DOHC,1831
2020,Mercedes-Benz,E-Class E 450 4MATIC,AWD,20,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1832
2019,Gmc,Acadia SLE-2,FWD,18,25,Gasoline,Automatic,V6 Cylinder Engine,1833
2016,Kia,Sorento EX,FWD,18,26,Gasoline,Automatic,3.3L V6 24V GDI DOHC,1834
2019,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1835
2020,Bmw,X2 xDrive28i,AWD,24,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1836
2017,Honda,Pilot Touring,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,1837
2020,Toyota,Highlander Limited,AWD,20,27,Gasoline,Automatic,V6 Cylinder Engine,1838
2020,Mazda,CX-5 Grand Touring Reserve,AWD,22,27,Gasoline,Automatic,2.5L I4 16V GDI DOHC Turbo,1839
2012,Buick,Enclave Premium,FWD,17,24,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1840
2019,Lexus,LC 500 Base,RWD,16,25,Gasoline,Automatic,5.0L V8 32V PDI DOHC,1841
2019,Hyundai,Tucson SEL,AWD,21,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1842
2020,Mitsubishi,Outlander Sport 2.0 ES,4WD,23,29,Gasoline,CVT,2.0L I4 16V MPFI DOHC,1843
2017,Audi,A4 2.0T Premium Plus,AWD,24,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1844
2022,Honda,HR-V LX,FWD,28,34,Gasoline,CVT,1.8L I4 16V MPFI SOHC,1845
2020,Buick,Encore Essence,FWD,25,30,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,1846
2017,Dodge,Journey Crossroad,FWD,19,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1847
2021,Chevrolet,Equinox 1LT,AWD,25,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,1848
2019,Jeep,Grand Cherokee Altitude,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,1849
2020,Toyota,4Runner TRD Pro,4WD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,1850
2015,Audi,A3 1.8T Premium Plus,FWD,24,35,Gasoline,Automatic,1.8L I4 16V GDI DOHC Turbo,1851
2019,Nissan,Armada SL,RWD,14,19,Gasoline,Automatic,5.6L V8 32V GDI DOHC,1852
2019,Subaru,Forester Sport,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,1853
2015,Toyota,Tacoma Base,RWD,19,24,Gasoline,Automatic,2.7L I4 16V MPFI DOHC,1854
2018,Hyundai,Tucson SE,FWD,23,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1855
2021,Jeep,Wrangler Unlimited Rubicon,4WD,17,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1856
2018,Audi,A3 2.0T Premium,AWD,24,31,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,1857
2019,Dodge,Journey SE,FWD,19,25,Gasoline,Automatic,4 Cylinder Engine,1858
2019,Land,Rover Range Rover 5.0L V8 Supercharged,4WD,16,21,Gasoline,Automatic,V8,1859
2019,Honda,HR-V LX,FWD,28,34,Gasoline,CVT,1.8L I4 16V MPFI SOHC,1860
2018,Ford,F-150 XL,RWD,20,25,Flex Fuel,Automatic,3.3L V6 24V PDI DOHC Flexible Fuel,1861
2016,Ford,F-150 XLT,4WD,17,23,Flex Fuel,Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,1862
2020,Mercedes-Benz,SL 450 Base,RWD,20,28,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,1863
2020,Acura,MDX 3.5L,FWD,20,27,Gasoline,Automatic,Premium Unleaded V-6 3.5 L/212,1864
2018,Subaru,Forester 2.5i Premium,AWD,26,32,Gasoline,CVT,2.5L H4 16V MPFI DOHC,1865
2021,Honda,Accord Sport 2.0T,FWD,22,32,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1866
2019,Lexus,RX 350L Premium,AWD,18,25,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1867
2020,Acura,TLX Technology,FWD,23,33,Gasoline,Automatic,2.4L I4 16V GDI DOHC,1868
2018,Acura,RDX,FWD,20,28,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,1869
2022,Bmw,X1 sDrive28i,FWD,24,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,1870
2016,Porsche,Cayman GT4,RWD,18,23,Gasoline,Manual,3.8L H6 24V GDI DOHC,1871
2020,Tesla,Model Y Long Range,AWD,0,0,Electric,Automatic,Electric Motor,1872
2011,Acura,TSX 2.4,FWD,22,31,Gasoline,Automatic,2.4L I4 16V MPFI DOHC,1873
2018,Toyota,4Runner SR5,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,1874
2007,Toyota,Tundra Limited,4WD,14,18,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,1875
2017,Ford,Explorer XLT,FWD,17,24,Flex Fuel,Automatic,3.5L V6 24V MPFI DOHC Flexible Fuel,1876
2014,Lexus,GS 350 Base,RWD,19,29,Gasoline,Automatic,3.5L V6 24V PDI DOHC,1877
2013,Mazda,CX-9 Touring,FWD,17,24,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,1878
2021,Volkswagen,Jetta 1.4T S,FWD,29,39,Gasoline,Automatic,1.4L I4 16V GDI DOHC Turbo,1879
2017,Nissan,Maxima 3.5 SR,FWD,21,30,Gasoline,CVT,3.5L V6 24V MPFI DOHC,1880
2019,Lexus,IS 300 Base,RWD,21,30,Gasoline,Automatic,2.0L I4 16V PDI DOHC Turbo,1881
2021,Audi,Q5 45 Premium,AWD,23,28,Hybrid,Automatic,4 Cylinder Engine,1882
2022,Hyundai,IONIQ 5 SE,AWD,110,87,Electric,Automatic,Electric,1883
2013,Mercedes-Benz,M-Class ML 350 4MATIC,AWD,18,23,Flex Fuel,Automatic,3.5L V6 24V GDI DOHC Flexible Fuel,1884
2018,Mercedes-Benz,CLA 250 Base 4MATIC,AWD,24,32,Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,1885
2019,Land,Rover Range Rover Velar P380 HSE R-Dynamic,4WD,18,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,1886
2021,Gmc,Terrain SLT,FWD,25,30,Gasoline,Automatic,Turbocharged Gas 1.5L/92,1887
2020,Gmc,Acadia SLT,AWD,21,27,Gasoline,Automatic,3.6L V6 24V GDI DOHC,1888
2010,Dodge,Charger SE,RWD,18,26,Gasoline,Automatic,2.7L V6 24V MPFI DOHC,1889
2019,Lexus,GX 460 Base,4WD,15,18,Gasoline,Automatic,8 Cylinder Engine,1890
2021,Chevrolet,Silverado 1500 LT,4WD,19,22,Gasoline,Automatic,2.7L I4 16V GDI DOHC Turbo,1891
2020,Hyundai,Tucson Value,AWD,22,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC,1892
