Year,Make,Model,Drivetrain,MinMPG,MaxMPG,FuelType,Transmission,Engine,ExteriorColor,InteriorColor,Used,VIN,Stock#,ID_Car
2019,Ford,Flex SEL,AWD,16,22,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,White Platinum Tri-Coat Metallic,Charcoal Black,True,2FMHK6C85KBA08898,FKBA08898,4788
2017,Ford,Explorer XLT,FWD,17,24,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,Magnetic Metallic,Ebony Black,True,1FM5K7DH4HGC44726,HGC44726,4789
2012,Subaru,Forester 2.5X,AWD,21,27,Gasoline,Automatic,2.5L H4 16V MPFI DOHC,Ice Silver Metallic,Black,True,JF2SHBBC1CH417722,S3731A,4790
2019,Jeep,Grand Cherokee Altitude,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFAG1KC625673,DPS15650,4791
2021,Mercedes-Benz,GLA 250 Base,FWD,25,34,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Macchiato Beige,True,W1N4N4GB6MJ190333,MJ190333LR,4792
2016,Honda,Pilot Touring,FWD,20,27,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Â,Â,True,5FNYF5H95GB020550,826WB,4793
2021,Chrysler,300 S,RWD,19,30,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Crystal Clearcoat Metallic,Black,True,2C3CCABG3MH620190,MH620190,4794
2020,Kia,Sportage LX,FWD,23,30,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Steel Gray,Black,False,KNDPM3AC5L7791134,T28096A,4795
2020,Gmc,Yukon SLT,4WD,15,21,Gasoline,Automatic,5.3L V8 16V GDI OHV,Onyx Black,Jet Black,True,1GKS2BKC1LR271790,P9340,4796
2020,Toyota,Tundra SR5,4WD,13,17,Gasoline,Automatic,Engine: 5.7L V8 DOHC 32V w/i-Force -inc: acoustic control induct,Midnight Black Metallic,Graphite,True,5TFDY5F11LX919184,760260B,4797
2016,Audi,Q3 2.0T Premium Plus,FWD,20,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Brilliant Black,Â,True,WA1BFCFS4GR005476,GR005476,4798
2011,Lexus,IS-F Base,RWD,16,23,Gasoline,Automatic,5.0L V8 32V PDI DOHC,Black,Black,True,JTHBP5C29B5008147,8575,4799
2021,Toyota,Highlander XLE,AWD,20,27,Gasoline,Automatic,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gray,Gray,True,5TDHZRBH6MS551164,â,4800
2021,Nissan,Rogue Platinum,AWD,25,32,Gasoline,CVT,2.5L I4 16V GDI DOHC,Gun Metallic,Black,True,JN8AT3DD5MW311764,22215098,4801
2017,Ford,F-150 Lariat,4WD,15,21,Flex Fuel,Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,Shadow Black,Black,True,1FTEW1EF8HFC84641,SP1819,4802
2017,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,White,Gray,True,5J6RW2H87HL009522,MP009522,4803
2019,Audi,RS 5 2.9T,AWD,17,26,Gasoline,Automatic,2.9L V6 24V GDI DOHC Twin Turbo,Misano Red Pearl Effect,Black / Crescendo Red,True,WUABWCF56KA901014,W24835,4804
2016,Honda,Odyssey Touring Elite,FWD,19,28,Gasoline,Automatic,3.5L V6 24V MPFI SOHC,Brown,Gray,True,5FNRL5H93GB072496,HGE072496,4805
2019,Infiniti,QX60 Luxe,AWD,19,26,Gasoline,CVT,3.5L V6 24V GDI DOHC,Black Obsidian,Graphite,True,5N1DL0MM2KC548651,22795604,4806
2020,Mitsubishi,Mirage G4 LE,FWD,35,41,Gasoline,CVT,1.2L I3 12V MPFI DOHC,Mystic Black Metallic,Black,True,ML32F4FJ5LHF05140,5VP05140,4807
2020,Nissan,Pathfinder SL,4WD,20,27,Gasoline,CVT,3.5L V6 24V GDI DOHC,Gun Metallic,Charcoal,True,5N1DR2CM6LC595887,225607A,4808
2018,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Billet Silver Metallic Clearcoat,Black,True,1C4RJFBG3JC128976,EZ10204,4809
2016,Infiniti,Q70 3.7X,AWD,18,24,Gasoline,Automatic,3.7L V6 24V MPFI DOHC,Gun Metallic,Graphite,True,JN1BY1ARXGM271092,RP6347A,4810
2020,Cadillac,XT4 Premium Luxury,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Twilight Blue Metallic,Â,True,1GYFZDR48LF011238,LF011238,4811
2020,Kia,Sportage LX,AWD,22,26,Gasoline,Automatic,2.4L I4 16V GDI DOHC,Clear White,Black,False,KNDPMCAC4L7629723,P208Q5742,4812
2019,Cadillac,XT4 Premium Luxury,FWD,24,30,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,White,Beige,True,1GYFZCR45KF186832,186832,4813
2019,Mercedes-Benz,GLA 250 Base 4MATIC,AWD,23,31,Flex Fuel,Automatic,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,Polar White,Shara Beige,True,WDCTG4GB9KU010815,KU010815L,4814
2020,Audi,Q3 S line Premium Plus,AWD,19,27,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/121,Pulse Orange,Black,True,WA1EECF39L1122200,P17438,4815
2017,Subaru,Legacy 2.5i Limited,AWD,25,34,Gasoline,CVT,2.5L H4 16V MPFI DOHC,Tungsten Metallic,Ivory,True,4S3BNAN69H3066313,223214B,4816
2016,Bmw,X5 xDrive35i,AWD,18,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Blue,Â,True,5UXKR0C55G0P27102,10978,4817
2019,Acura,MDX 3.5L w/Technology Package,AWD,19,26,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Majestic Black Pearl,Ebony,True,5J8YD4H54KL030376,030376,4818
2020,Ford,Edge SEL,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Silver,Black,True,2FMPK4J96LBA55323,71930R,4819
2021,Volkswagen,Tiguan 2.0T S,AWD,21,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Pure White,Titan Black,False,3VV0B7AX8MM019611,VD3042,4820
2019,Audi,Q5 2.0T Premium Plus,AWD,22,27,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mythos Black Metallic,Nougat Brown / Black,True,WA1BNAFY1K2080228,TK2080228,4821
2019,Kia,Forte LXS,FWD,30,40,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Â,Â,True,3KPF24AD9KE118605,118605,4822
2019,Audi,Q8 3.0T Premium,AWD,17,22,Hybrid,Automatic,3.0L V6 24V GDI DOHC Turbo Hybrid,Carrara White,Saiga Beige,True,WA1BVAF10KD009075,32257UK,4823
2021,Dodge,Charger Scat Pack,RWD,15,24,Gasoline,Automatic,6.4L V8 16V MPFI OHV,Green,Black,True,2C3CDXGJ9MH516551,22904183,4824
2020,Buick,Encore Essence,FWD,25,30,Gasoline,Automatic,1.4L I4 16V MPFI DOHC Turbo,Summit White,Ebony,True,KL4CJCSB0LB059823,88831,4825
2020,Tesla,Model Y Long Range,AWD,127,114,Electric,Automatic,Electric,Pearl White Multi,Black,True,5YJYGDEE0LF016943,LF016943A,4826
2019,Bmw,X1 xDrive28i,AWD,22,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Glacier Silver Metallic,Â,True,WBXHT3C51K3H36665,38067,4827
2018,Ford,Explorer XLT,FWD,17,24,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Magnetic,Ebony Black,True,1FM5K7D88JGC73118,38267,4828
2020,Volkswagen,Atlas Cross Sport 2.0T SE,AWD,18,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Pure White,Titan Black,True,1V24C2CA5LC202858,VW4738P,4829
2020,Subaru,Impreza Premium,AWD,28,36,Gasoline,CVT,2.0L H4 16V GDI DOHC,Ice Silver Metallic,Black,True,4S3GTAD68L3708929,L3708929,4830
2020,Hyundai,Tucson SE,AWD,22,25,Gasoline,Automatic,2.0L I4 16V GDI DOHC,Winter White,Â,True,KM8J2CA40LU210480,LU210480,4831
2021,Chevrolet,Suburban RST,4WD,15,19,Diesel,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,Satin Steel Metallic,Jet Black,True,1GNSKEKT1MR396133,K85881CV,4832
2021,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Diamond Black,Black,True,1C4RJFBG0MC536808,RL8,4833
2018,Jeep,Renegade Altitude,4WD,24,31,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,Hypergreen Clearcoat,Â,True,ZACCJBBB1JPH10251,JPH10251,4834
2019,Lexus,GX 460 Base,4WD,15,18,Gasoline,Automatic,4.6L V8 32V MPFI DOHC,Starfire Pearl,Black,True,JTJBM7FX5K5228296,K5228296,4835
2017,Chevrolet,Tahoe LT,4WD,16,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Jet Black,True,1GNSKBKC4HR290733,2834X,4836
2021,Bmw,330 i,RWD,26,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Alpine White,Beige,False,3MW5R1J0XM8B83111,M8B83111A,4837
2021,Toyota,Tundra SR5,4WD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,Midnight Black Metallic,Graphite,True,5TFDY5F10MX987882,WMX987882,4838
2020,Jeep,Cherokee Latitude Plus,FWD,22,31,Gasoline,Automatic,2.4L I4 16V MPFI SOHC,Sting Gray Clearcoat,Â,True,1C4PJLLB0LD535756,LD535756,4839
2021,Hyundai,Palisade Calligraphy,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Moonlight Cloud,Black,True,KM8R7DHE5MU269714,LEW69714,4840
2021,Honda,CR-V EX-L,FWD,28,34,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,False,2HKRW1H86MH422112,MH422112,4841
2019,Bmw,M850 i xDrive,AWD,17,26,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,Barcelona Blue Metallic,Tartufo,True,WBAFY4C53KBX29647,5143380,4842
2018,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,Gas V6 3.6L/222.6,Stellar Black Metallic,Jet Black,False,1GYKNCRS3JZ187063,P6011,4843
2020,Chevrolet,Equinox 1LT,AWD,25,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Summit White,Jet Black,True,3GNAXUEV7LS580556,CH11997,4844
2017,Dodge,Durango GT,RWD,19,26,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Granite Clearcoat Metallic,Black,True,1C4RDHDG9HC838684,C38756A,4845
2021,Mercedes-Benz,GLC 300 Base,RWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Silk Beige / Black,True,W1N0G8DB7MV282287,21483,4846
2017,Porsche,911 Turbo S,AWD,19,24,Gasoline,Automatic,3.8L H6 24V GDI DOHC Twin Turbo,Â,Â,True,WP0AD2A90HS167105,7107722,4847
2020,Bmw,330 i,RWD,26,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Mineral Gray Metallic,Black,True,3MW5R1J06L8B14575,423516B,4848
2019,Bmw,330 i,RWD,26,36,Gasoline,Automatic,4 Cylinder Engine,Mineral Gray Metallic,Cognac,True,WBA5R1C53KAK11339,PM1339,4849
2013,Chrysler,Town & Country Touring-L,FWD,17,25,Flex Fuel,Automatic,3.6L V6 24V MPFI DOHC Flexible Fuel,Stone White,Black / Light Graystone,True,2C4RC1CG4DR630886,K02464B,4850
2021,Infiniti,QX80 PREMIUM SELECT,RWD,14,20,Gasoline,Automatic,5.6L V8 32V GDI DOHC,Champagne Quartz,Graphite,True,JN8AZ2AF4M9717743,5143468A,4851
2020,Nissan,Rogue SL,FWD,26,33,Gasoline,Unknown,Regular Unleaded I-4 2.5 L/152,Brilliant Silver Metallic,Charcoal,True,5N1AT2MT9LC703235,C703235,4852
2019,Toyota,4Runner TRD Off Road,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Midnight Black Metallic,Black,False,JTEBU5JR4K5657098,1029523,4853
2019,Honda,CR-V EX-L,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Platinum White Pearl,Ivory,True,5J6RW2H83KL032268,221436A,4854
2017,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Bright White Clearcoat,Black,True,1C4RJFBG0HC734505,36X156,4855
2016,Honda,CR-V Touring,AWD,25,31,Gasoline,CVT,2.4L I4 16V GDI DOHC,Urban Titanium Metallic,Black,False,5J6RM4H90GL022668,N895A,4856
2018,Volkswagen,Passat 2.0T S,FWD,25,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Tourmaline Blue Metallic,Titan Black,True,1VWAA7A30JC028302,95273V,4857
2019,Audi,A7 3.0T Prestige,AWD,22,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Daytona Gray Pearl Effect,Black,True,WAUV2BF27KN061918,17035P,4858
2016,Toyota,Tundra 1794,4WD,13,17,Gasoline,Automatic,5.7L V8 32V MPFI DOHC,Midnight Black Metallic,Black / Brown,True,5TFAW5F12GX531296,89936A,4859
2019,Lexus,ES 350 Luxury,FWD,22,33,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Black,Black,True,58ABZ1B1XKU007063,22932547,4860
2016,Kia,Soul Base,FWD,24,30,Gasoline,Automatic,1.6L I4 16V GDI DOHC,Clear White,Black,True,KNDJN2A28G7256647,JP1477,4861
2021,Cadillac,Escalade Sport,4WD,14,19,Gasoline,Automatic,6.2L V8 16V GDI OHV,Black Raven,Jet Black,True,1GYS4FKL5MR190817,RT2162,4862
2018,Jeep,Wrangler JK Sport,4WD,17,21,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Rhino Clearcoat,Black,False,1C4AJWAG3JL869112,PF1237P,4863
2020,Chevrolet,Suburban LT,RWD,15,22,Gasoline,Automatic,5.3L V8 16V GDI OHV,Satin Steel Metallic,Jet Black / Dark Ash,True,1GNSCHKCXLR141414,N161043A,4864
2019,Mazda,CX-9 Touring,FWD,22,28,Gasoline,Automatic,2.5L I4 16V GDI DOHC Turbo,Snowflake White Pearl Mica,Black,True,JM3TCACY0K0327388,MU7077,4865
2021,Audi,A4 40 Premium Plus,AWD,24,31,Gasoline,Automatic,2.0L,Ibis White,Atlas Beige,True,WAUEAAF49MN011894,LR18774,4866
2020,Ram,1500 Limited,4WD,17,22,Gasoline,Automatic,Regular Unleaded V-8 5.7 L/345,Diamond Black Crystal Pearlcoat,Black,True,1C6SRFHT9LN220056,XR9099,4867
2020,Chevrolet,Equinox 2LT,FWD,26,31,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Silver Ice Metallic,Jet Black,True,3GNAXJEVXLS555391,221234B,4868
2020,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Brown,Black,True,1C4RJFBGXLC235073,2572T,4869
2017,Hyundai,Elantra SE,FWD,29,38,Gasoline,Automatic,2.0L I4 16V MPFI DOHC,Quartz White Pearl,Beige,True,5NPD74LF3HH210806,10874,4870
2019,Cadillac,XT5 Luxury,FWD,19,26,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Crystal White Tri-Coat,Jet Black,False,1GYKNCRS5KZ220436,P20294,4871
2019,Mercedes-Benz,A-Class A 220,FWD,24,35,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Metallic,Â,False,WDD3G4EB2KW011842,KW011842,4872
2019,Infiniti,QX50 ESSENTIAL,FWD,24,31,Gasoline,CVT,2.0L I4 16V PDI DOHC Turbo,Black Obsidian,Graphite,True,3PCAJ5M17KF102269,PKF102269,4873
2020,Ford,Escape SEL,FWD,27,33,Gasoline,Automatic,1.5L I3 12V GDI DOHC Turbo,Agate Black Metallic,Ebony,False,1FMCU0H65LUA06525,NT117A,4874
2019,Gmc,Acadia SLE-2,AWD,21,25,Gasoline,Automatic,3.6L V6 24V GDI DOHC,Dark Sky Metallic,Jet Black,True,1GKKNSLS0KZ174897,3375A,4875
2018,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,True,5UXTR9C57JLD74928,22385686,4876
2018,Bmw,X3 xDrive30i,AWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Gray,Black,True,5UXTR9C55JLD74507,22796788,4877
2020,Jaguar,E-PACE SE,AWD,21,28,Gasoline,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Black,Black,True,SADFP2FX9L1014200,Z14200PX,4878
2021,Lexus,ES 350 Base,FWD,22,32,Gasoline,Automatic,3.5L V6 24V PDI DOHC,Blue,Chateau,True,58ADZ1B10MU093544,241374A,4879
2019,Ford,Edge ST,AWD,19,26,Gasoline,Automatic,2.7L V6 24V GDI DOHC Twin Turbo,Gray,Ebony,True,2FMPK4AP0KBC08940,PV13523Z,4880
2020,Mitsubishi,Outlander Sport ES,4WD,23,29,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Labrador Black Metallic,Black,True,JA4AR3AU9LU017254,BA12054,4881
2019,Honda,CR-V EX,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Gray,True,5J6RW2H56KA005289,MU005289,4882
2019,Kia,Sorento LX,AWD,21,26,Gasoline,Automatic,4 Cylinder Engine,Blaze Blue,Stone Beige,True,5XYPGDA35KG520699,TP2389,4883
2019,Honda,CR-V EX,AWD,27,33,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Red,Gray,False,2HKRW2H52KH628553,KH628553,4884
2021,Mercedes-Benz,C-Class C 300 4MATIC,AWD,23,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Black,False,W1KWF8EB2MR631728,JP72864,4885
2020,Hyundai,Palisade Limited,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Hyper White,Beige,True,KM8R5DHE5LU136956,T110644A,4886
2020,Mercedes-Benz,GLE 350 Base 4MATIC,AWD,19,26,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Lunar Blue Metallic,Â,True,4JGFB4KB3LA140533,LA140533,4887
2019,Honda,CR-V LX,FWD,26,32,Gasoline,CVT,2.4L I4 16V GDI DOHC,Crystal Black Pearl,Black,True,2HKRW5H39KH416233,T19261,4888
2020,Hyundai,Palisade Limited,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Becketts Black,Black,True,KM8R5DHE9LU128519,H72709A,4889
2019,Chevrolet,Equinox 1LT,AWD,25,30,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,Kinetic Blue,Jet Black,True,3GNAXUEV9KS563093,Z2525,4890
2021,Jeep,Gladiator Sport,4WD,16,23,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Snazzberry Pearlcoat,Black,True,1C6HJTAG7ML573826,L121808A,4891
2021,Audi,A4 40 Premium,AWD,24,31,Gasoline,Automatic,2.0L,Navarra Blue Metallic,Okapi Brown,True,WAUABAF49MA029055,MA029055R,4892
2020,Kia,Telluride EX,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Dark Moss,Gray,True,5XYP3DHC5LG067235,20495,4893
2020,Toyota,Corolla LE,FWD,30,38,Gasoline,CVT,1.8L I4 16V MPFI DOHC,Silver,Black,True,JTDEPRAEXLJ101318,10754,4894
2019,Bmw,750 i xDrive,AWD,17,25,Gasoline,Automatic,4.4L V8 32V GDI DOHC Twin Turbo,Black Sapphire Metallic,Black,True,WBA7F2C52KB240297,22M172AJA,4895
2021,Jeep,Grand Cherokee Limited,4WD,18,25,Gasoline,Automatic,3.6L V6 24V MPFI DOHC,Bright White Clearcoat,Black,False,1C4RJFBG3MC534437,904085,4896
2019,Mazda,CX-5 Grand Touring,AWD,24,30,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Deep Crystal Blue Mica,Black,True,JM3KFBDM2K1599567,599567,4897
2019,Gmc,Sierra 1500 Denali,4WD,15,21,Gasoline,Automatic,6.2L V8 16V GDI OHV,Onyx Black,Jet Black,True,1GTU9FEL6KZ409924,22335A,4898
2020,Honda,CR-V EX-L,AWD,27,32,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Crystal Black Pearl,Black,True,2HKRW2H8XLH635164,S2488A,4899
2019,Toyota,4Runner TRD Pro,4WD,17,20,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Super White,Â,True,JTEBU5JR0K5683830,K5683830,4900
2020,Bmw,M340 i,RWD,22,30,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,White,Black,True,WBA5U7C06LFH19009,MLFH19009,4901
2020,Ford,Explorer XLT,RWD,21,28,Gasoline,Automatic,4 Cylinder Engine,White,Ebony With Light Slate Uppers,True,1FMSK7DH2LGC47359,PF3901,4902
2018,Honda,Civic EX,FWD,31,40,Gasoline,CVT,2.0L I4 16V MPFI DOHC,Black,Black,True,2HGFC2F72JH584272,B-D456421,4903
2019,Mercedes-Benz,CLA 250 Base,FWD,24,37,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Midnight Black,Â,True,WDDSJ4EB7KN708572,KN708572,4904
2017,Audi,Q7 3.0T Premium Plus,AWD,19,25,Gasoline,Automatic,3.0L V6 24V GDI DOHC Supercharged,Glacier White Metallic,Pistachio Beige,True,WA1LAAF75HD015726,015726,4905
2020,Mercedes-Benz,GLB 250 Base 4MATIC,AWD,23,31,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Polar White,Titanium Grey,True,WDC4M4HB5LW009906,2321,4906
2019,Bmw,X5 xDrive40i,AWD,20,26,Gasoline,Automatic,3.0L I6 24V GDI DOHC Turbo,Black Sapphire Metallic,Â,False,5UXCR6C57KLL62016,KLL62016,4907
2021,Tesla,Model 3 Standard Range Plus,RWD,150,133,â,Automatic,â,Midnight Silver,Black,True,5YJ3E1EA0MF998177,P11964,4908
2019,Honda,Odyssey EX-L,FWD,19,28,Gasoline,Automatic,3.5L V6 24V GDI SOHC,Forest Mist Metallic,Beige,True,5FNRL6H74KB054750,P5069A,4909
2019,Toyota,Camry SE,FWD,28,39,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Super White,Ash,True,4T1B11HK1KU835839,TP2132,4910
2015,Lexus,RX 350 Base,FWD,18,25,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Claret Mica,Saddle Tan,True,2T2ZK1BAXFC150138,14023A,4911
2020,Toyota,RAV4 LE,FWD,27,35,Gasoline,Automatic,2.5L I4 16V PDI DOHC,Super White,Nutmeg,True,2T3H1RFV8LC055210,RLC055210,4912
2019,Honda,CR-V LX,AWD,25,31,Gasoline,CVT,2.4L I4 16V GDI DOHC,Â,Gray,True,2HKRW6H31KH209499,2H21217A,4913
2019,Mercedes-Benz,C-Class C 300 4MATIC,AWD,22,33,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Black,Â,False,55SWF8EB1KU284923,KU284923,4914
2017,Bmw,X3 xDrive28i,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Chestnut Bronze,Â,True,5UXWX9C57H0T09170,H0T09170,4915
2019,Ford,Expedition Platinum,4WD,17,22,Gasoline,Automatic,3.5L V6 24V GDI DOHC Twin Turbo,Black,Ebony,True,1FMJU1MT8KEA41853,KEA41853,4916
2021,Toyota,4Runner Limited,RWD,16,19,Gasoline,Automatic,4.0L V6 24V MPFI DOHC,Blizzard Pearl,Redwood,True,JTEDU5JRXM5228320,M5228320,4917
2020,Bmw,330 i,RWD,26,36,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Jet Black,Black,True,3MW5R1J0XL8B21836,L8B21836,4918
2020,Jeep,Wrangler Unlimited Sahara,4WD,17,23,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Billet Silver Metallic Clearcoat,Black,True,1C4HJXEN1LW199073,RLW199073,4919
2019,Volkswagen,Tiguan 2.0T SE,FWD,22,29,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Pure White,Black,True,3VV3B7AX0KM151885,MHIP190157,4920
2020,Nissan,Rogue SV,FWD,26,33,Gasoline,CVT,2.5L I4 16V MPFI DOHC,Gun Metallic,Â,True,JN8AT2MT9LW035637,LW035637,4921
2019,Infiniti,Q50 3.0t Sport,RWD,20,29,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Graphite Shadow,Graphite,False,JN1EV7AP6KM512646,74801,4922
2013,Mercedes-Benz,SL-Class SL 550,RWD,17,25,Gasoline,Automatic,4.7L V8 32V GDI DOHC Twin Turbo,Black,Black,True,WDDJK7DA1DF006408,K006408,4923
2019,Subaru,Forester Limited,AWD,26,33,Gasoline,CVT,2.5L H4 16V GDI DOHC,Dark Gray Metallic,Black,True,JF2SKASC1KH490602,S068453A,4924
2019,Ford,Mustang EcoBoost,RWD,21,31,Gasoline,Automatic,2.3L I4 16V GDI DOHC Turbo,Magnetic,Ebony,False,1FA6P8TH8K5194407,KBB7871,4925
2018,Ford,Edge Sport,AWD,17,24,Gasoline,Automatic,2.7L V6 24V GDI DOHC Twin Turbo,Black,Black,True,2FMPK4APXJBB94642,B94642,4926
2021,Volkswagen,Atlas Cross Sport 2.0T SE,FWD,21,24,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Deep Black Pearl Effect,Titan Black,True,1V2DC2CA5MC201100,RRP9421,4927
2017,Lexus,ES 350 Base,FWD,21,30,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,Caviar,Black,True,58ABK1GG7HU071247,PS71247,4928
2015,Bmw,Z4 sDrive35is,RWD,17,24,Gasoline,Automatic,3.0L I6 24V GDI DOHC Twin Turbo,Black Sapphire Metallic,Black,True,WBALM1C50FE634478,FE634478,4929
2020,Mercedes-Benz,GLC 300 Base 4MATIC,AWD,21,28,Gasoline,Automatic,2.0L I4 16V GDI DOHC Turbo,Designo Diamond White Metallic,Magma Gray,False,WDC0G8EBXLF699783,P7196,4930
2017,Ford,Edge Titanium,FWD,20,29,Gasoline,Automatic,3.5L V6 24V MPFI DOHC,White Gold,Ceramic,True,2FMPK3K8XHBC63423,22Z18,4931
2018,Mazda,Mazda6 Touring,FWD,26,35,Gasoline,Automatic,2.5L I4 16V GDI DOHC,Deep Crystal Blue Mica,Black,True,JM1GL1VM8J1326129,8000,4932
2019,Audi,Q8 3.0T Premium,AWD,17,22,Gasoline,Automatic,3.0L V6 24V GDI DOHC Turbo,Samurai Gray Metallic,Black,True,WA1AVAF11KD016600,T62295,4933
2020,Honda,CR-V EX-L,AWD,27,32,Gasoline,CVT,1.5L I4 16V GDI DOHC Turbo,Modern Steel Metallic,Black,True,2HKRW2H89LH697302,PL1177,4934
2021,Lincoln,Aviator Reserve AWD,AWD,17,24,Gasoline,Automatic,3.0L V6 24V GDI DOHC Twin Turbo,Black,Roast,True,5LM5J7XC7MGL16206,QBF3588,4935
2021,Chevrolet,Tahoe LT,4WD,16,20,Gasoline,Automatic,5.3L V8 16V GDI OHV,Black,Black,True,1GNSKNKD7MR150860,02T464A,4936
2020,Kia,Telluride SX,AWD,19,24,Gasoline,Automatic,3.8L V6 24V GDI DOHC,Gray,Black,True,5XYP5DHC4LG033491,K22205A,4937
